time,sat_id,x,y,z
45.1,6,-3.30151e+06,5.93686e+06,3.33217e+06
45.1,7,-4.8803e+06,5.53015e+06,1.6982e+06
45.1,8,-4.19578e+06,5.5965e+06,2.88683e+06
45.1,9,-5.61456e+06,4.93485e+06,1.19075e+06
46.1,0,-2.53286e+06,6.34391e+06,3.25435e+06
46.1,1,-3.62414e+06,6.27001e+06,2.19688e+06
46.1,2,-4.5691e+06,5.94275e+06,1.05054e+06
46.1,3,-3.22352e+06,6.13974e+06,3.02799e+06
46.1,4,-4.274e+06,5.93479e+06,1.94679e+06
46.1,5,-5.1519e+06,5.49004e+06,786834
46.1,6,-3.30659e+06,5.93669e+06,3.32746e+06
46.1,7,-4.8842e+06,5.5284e+06,1.69274e+06
46.1,8,-4.20051e+06,5.59553e+06,2.88186e+06
46.1,9,-5.61788e+06,4.93242e+06,1.18517e+06
47.1,0,-2.53788e+06,6.34435e+06,3.24959e+06
47.1,1,-3.62857e+06,6.26931e+06,2.19159e+06
47.1,2,-4.57275e+06,5.94094e+06,1.04494e+06
47.1,3,-3.22842e+06,6.13959e+06,3.02309e+06
47.1,4,-4.27819e+06,5.93355e+06,1.94141e+06
47.1,5,-5.1552e+06,5.48775e+06,781190
47.1,6,-3.31166e+06,5.93651e+06,3.32275e+06
47.1,7,-4.88809e+06,5.52663e+06,1.68729e+06
47.1,8,-4.20523e+06,5.59456e+06,2.87688e+06
47.1,9,-5.6212e+06,4.92999e+06,1.17959e+06
48.1,0,-2.54289e+06,6.34479e+06,3.24483e+06
48.1,1,-3.63299e+06,6.26861e+06,2.1863e+06
48.1,2,-4.5764e+06,5.93912e+06,1.03933e+06
48.1,3,-3.23332e+06,6.13943e+06,3.01819e+06
48.1,4,-4.28237e+06,5.93229e+06,1.93603e+06
48.1,5,-5.15851e+06,5.48545e+06,775545
48.1,6,-3.31673e+06,5.93632e+06,3.31803e+06
48.1,7,-4.89198e+06,5.52487e+06,1.68183e+06
48.1,8,-4.20995e+06,5.59358e+06,2.8719e+06
48.1,9,-5.62451e+06,4.92756e+06,1.17401e+06
49.1,0,-2.5479e+06,6.34522e+06,3.24006e+06
49.1,1,-3.6374e+06,6.2679e+06,2.18101e+06
49.1,2,-4.58004e+06,5.9373e+06,1.03373e+06
49.1,3,-3.23821e+06,6.13927e+06,3.01329e+06
49.1,4,-4.28656e+06,5.93104e+06,1.93064e+06
49.1,5,-5.16181e+06,5.48316e+06,769900
49.1,6,-3.3218e+06,5.93613e+06,3.31331e+06
49.1,7,-4.89586e+06,5.5231e+06,1.67637e+06
49.1,8,-4.21466e+06,5.59259e+06,2.86692e+06
49.1,9,-5.62781e+06,4.92512e+06,1.16843e+06
50.1,0,-2.55291e+06,6.34565e+06,3.23529e+06
50.1,1,-3.64182e+06,6.26718e+06,2.17571e+06
50.1,2,-4.58369e+06,5.93547e+06,1.02812e+06
50.1,3,-3.2431e+06,6.1391e+06,3.00839e+06
50.1,4,-4.29073e+06,5.92978e+06,1.92526e+06
50.1,5,-5.1651e+06,5.48085e+06,764254
50.1,6,-3.32687e+06,5.93594e+06,3.30859e+06
50.1,7,-4.89974e+06,5.52132e+06,1.6709e+06
50.1,8,-4.21937e+06,5.5916e+06,2.86193e+06
50.1,9,-5.63112e+06,4.92268e+06,1.16284e+06
51.1,0,-2.55791e+06,6.34608e+06,3.23052e+06
51.1,1,-3.64623e+06,6.26646e+06,2.17042e+06
51.1,2,-4.58732e+06,5.93364e+06,1.02251e+06
51.1,3,-3.24799e+06,6.13893e+06,3.00348e+06
51.1,4,-4.29491e+06,5.92851e+06,1.91987e+06
51.1,5,-5.16839e+06,5.47854e+06,758608
51.1,6,-3.33193e+06,5.93574e+06,3.30386e+06
51.1,7,-4.90362e+06,5.51954e+06,1.66544e+06
51.1,8,-4.22408e+06,5.59061e+06,2.85695e+06
51.1,9,-5.63441e+06,4.92023e+06,1.15726e+06
52.1,0,-2.56291e+06,6.3465e+06,3.22575e+06
52.1,1,-3.65063e+06,6.26574e+06,2.16512e+06
52.1,2,-4.59096e+06,5.9318e+06,1.0169e+06
52.1,3,-3.25288e+06,6.13875e+06,2.99857e+06
52.1,4,-4.29908e+06,5.92724e+06,1.91449e+06
52.1,5,-5.17168e+06,5.47623e+06,752960
52.1,6,-3.33699e+06,5.93554e+06,3.29913e+06
52.1,7,-4.90749e+06,5.51776e+06,1.65997e+06
52.1,8,-4.22878e+06,5.58961e+06,2.85196e+06
52.1,9,-5.63771e+06,4.91778e+06,1.15168e+06
53.1,0,-2.56791e+06,6.34691e+06,3.22097e+06
53.1,1,-3.65504e+06,6.26501e+06,2.15981e+06
53.1,2,-4.59458e+06,5.92996e+06,1.01129e+06
53.1,3,-3.25776e+06,6.13857e+06,2.99365e+06
53.1,4,-4.30324e+06,5.92596e+06,1.9091e+06
53.1,5,-5.17496e+06,5.47392e+06,747312
53.1,6,-3.34205e+06,5.93533e+06,3.2944e+06
53.1,7,-4.91135e+06,5.51597e+06,1.65451e+06
53.1,8,-4.23348e+06,5.58861e+06,2.84696e+06
53.1,9,-5.64099e+06,4.91532e+06,1.14609e+06
54.1,0,-2.57291e+06,6.34732e+06,3.21618e+06
54.1,1,-3.65944e+06,6.26428e+06,2.15451e+06
54.1,2,-4.59821e+06,5.92811e+06,1.00568e+06
54.1,3,-3.26264e+06,6.13838e+06,2.98874e+06
54.1,4,-4.3074e+06,5.92468e+06,1.9037e+06
54.1,5,-5.17823e+06,5.47159e+06,741664
54.1,6,-3.3471e+06,5.93512e+06,3.28967e+06
54.1,7,-4.91522e+06,5.51418e+06,1.64904e+06
54.1,8,-4.23818e+06,5.5876e+06,2.84197e+06
54.1,9,-5.64428e+06,4.91286e+06,1.1405e+06
55.1,0,-2.57791e+06,6.34772e+06,3.2114e+06
55.1,1,-3.66383e+06,6.26354e+06,2.14921e+06
55.1,2,-4.60183e+06,5.92626e+06,1.00007e+06
55.1,3,-3.26752e+06,6.13819e+06,2.98382e+06
55.1,4,-4.31156e+06,5.9234e+06,1.89831e+06
55.1,5,-5.18151e+06,5.46927e+06,736014
55.1,6,-3.35215e+06,5.9349e+06,3.28493e+06
55.1,7,-4.91907e+06,5.51238e+06,1.64357e+06
55.1,8,-4.24287e+06,5.58659e+06,2.83697e+06
55.1,9,-5.64756e+06,4.9104e+06,1.13491e+06
56.1,0,-2.5829e+06,6.34812e+06,3.20661e+06
56.1,1,-3.66823e+06,6.26279e+06,2.1439e+06
56.1,2,-4.60545e+06,5.9244e+06,994458
56.1,3,-3.27239e+06,6.13799e+06,2.9789e+06
56.1,4,-4.31572e+06,5.92211e+06,1.89292e+06
56.1,5,-5.18477e+06,5.46694e+06,730364
56.1,6,-3.3572e+06,5.93468e+06,3.28019e+06
56.1,7,-4.92293e+06,5.51058e+06,1.6381e+06
56.1,8,-4.24756e+06,5.58557e+06,2.83197e+06
56.1,9,-5.65083e+06,4.90794e+06,1.12933e+06
57.1,0,-2.58789e+06,6.34852e+06,3.20182e+06
57.1,1,-3.67262e+06,6.26205e+06,2.13859e+06
57.1,2,-4.60906e+06,5.92254e+06,988845
57.1,3,-3.27726e+06,6.13779e+06,2.97397e+06
57.1,4,-4.31987e+06,5.92081e+06,1.88752e+06
57.1,5,-5.18804e+06,5.4646e+06,724714
57.1,6,-3.36224e+06,5.93445e+06,3.27544e+06
57.1,7,-4.92678e+06,5.50877e+06,1.63263e+06
57.1,8,-4.25224e+06,5.58455e+06,2.82697e+06
57.1,9,-5.6541e+06,4.90546e+06,1.12374e+06
58.1,0,-2.59288e+06,6.34891e+06,3.19703e+06
58.1,1,-3.67701e+06,6.26129e+06,2.13328e+06
58.1,2,-4.61267e+06,5.92068e+06,983230
58.1,3,-3.28213e+06,6.13758e+06,2.96905e+06
58.1,4,-4.32402e+06,5.91951e+06,1.88212e+06
58.1,5,-5.1913e+06,5.46226e+06,719062
58.1,6,-3.36728e+06,5.93422e+06,3.27069e+06
58.1,7,-4.93062e+06,5.50696e+06,1.62715e+06
58.1,8,-4.25692e+06,5.58353e+06,2.82196e+06
58.1,9,-5.65736e+06,4.90299e+06,1.11814e+06
59.1,0,-2.59786e+06,6.34929e+06,3.19223e+06
59.1,1,-3.68139e+06,6.26053e+06,2.12796e+06
59.1,2,-4.61628e+06,5.9188e+06,977615
59.1,3,-3.28699e+06,6.13737e+06,2.96412e+06
59.1,4,-4.32816e+06,5.91821e+06,1.87672e+06
59.1,5,-5.19455e+06,5.45992e+06,713410
59.1,6,-3.37232e+06,5.93398e+06,3.26594e+06
59.1,7,-4.93446e+06,5.50514e+06,1.62167e+06
59.1,8,-4.2616e+06,5.5825e+06,2.81695e+06
59.1,9,-5.66062e+06,4.90051e+06,1.11255e+06
60.1,0,-2.60285e+06,6.34967e+06,3.18743e+06
60.1,1,-3.68577e+06,6.25977e+06,2.12265e+06
60.1,2,-4.61988e+06,5.91693e+06,971998
60.1,3,-3.29186e+06,6.13715e+06,2.95919e+06
60.1,4,-4.3323e+06,5.9169e+06,1.87132e+06
60.1,5,-5.1978e+06,5.45757e+06,707758
60.1,6,-3.37736e+06,5.93374e+06,3.26119e+06
60.1,7,-4.9383e+06,5.50332e+06,1.6162e+06
60.1,8,-4.26627e+06,5.58147e+06,2.81194e+06
60.1,9,-5.66387e+06,4.89803e+06,1.10696e+06
61.1,0,-2.60783e+06,6.35004e+06,3.18263e+06
61.1,1,-3.69015e+06,6.259e+06,2.11733e+06
61.1,2,-4.62348e+06,5.91505e+06,966381
61.1,3,-3.29671e+06,6.13693e+06,2.95425e+06
61.1,4,-4.33644e+06,5.91558e+06,1.86592e+06
61.1,5,-5.20105e+06,5.45522e+06,702104
61.1,6,-3.38239e+06,5.9335e+06,3.25643e+06
61.1,7,-4.94213e+06,5.5015e+06,1.61072e+06
61.1,8,-4.27094e+06,5.58043e+06,2.80693e+06
61.1,9,-5.66712e+06,4.89554e+06,1.10137e+06
62.1,0,-2.6128e+06,6.35041e+06,3.17783e+06
62.1,1,-3.69452e+06,6.25822e+06,2.11201e+06
62.1,2,-4.62707e+06,5.91316e+06,960763
62.1,3,-3.30157e+06,6.1367e+06,2.94931e+06
62.1,4,-4.34057e+06,5.91427e+06,1.86051e+06
62.1,5,-5.20429e+06,5.45286e+06,696450
62.1,6,-3.38742e+06,5.93325e+06,3.25167e+06
62.1,7,-4.94596e+06,5.49967e+06,1.60524e+06
62.1,8,-4.2756e+06,5.57939e+06,2.80191e+06
62.1,9,-5.67037e+06,4.89305e+06,1.09577e+06
63.1,0,-2.61778e+06,6.35077e+06,3.17302e+06
63.1,1,-3.69889e+06,6.25744e+06,2.10669e+06
63.1,2,-4.63066e+06,5.91127e+06,955144
63.1,3,-3.30642e+06,6.13647e+06,2.94437e+06
63.1,4,-4.3447e+06,5.91294e+06,1.8551e+06
63.1,5,-5.20753e+06,5.4505e+06,690796
63.1,6,-3.39244e+06,5.93299e+06,3.24691e+06
63.1,7,-4.94978e+06,5.49784e+06,1.59976e+06
63.1,8,-4.28027e+06,5.57834e+06,2.79689e+06
63.1,9,-5.67361e+06,4.89056e+06,1.09017e+06
64.1,0,-2.62275e+06,6.35113e+06,3.16821e+06
64.1,1,-3.70326e+06,6.25666e+06,2.10137e+06
64.1,2,-4.63425e+06,5.90937e+06,949525
64.1,3,-3.31127e+06,6.13623e+06,2.93943e+06
64.1,4,-4.34882e+06,5.91161e+06,1.8497e+06
64.1,5,-5.21076e+06,5.44813e+06,685140
64.1,6,-3.39747e+06,5.93273e+06,3.24215e+06
64.1,7,-4.9536e+06,5.496e+06,1.59427e+06
64.1,8,-4.28492e+06,5.57729e+06,2.79187e+06
64.1,9,-5.67684e+06,4.88806e+06,1.08458e+06
65.1,0,-2.62772e+06,6.35148e+06,3.16339e+06
65.1,1,-3.70763e+06,6.25587e+06,2.09604e+06
65.1,2,-4.63783e+06,5.90747e+06,943904
65.1,3,-3.31612e+06,6.13599e+06,2.93448e+06
65.1,4,-4.35294e+06,5.91028e+06,1.84428e+06
65.1,5,-5.21399e+06,5.44576e+06,679485
65.1,6,-3.40249e+06,5.93247e+06,3.23738e+06
65.1,7,-4.95742e+06,5.49416e+06,1.58879e+06
65.1,8,-4.28958e+06,5.57623e+06,2.78684e+06
65.1,9,-5.68007e+06,4.88555e+06,1.07898e+06
66.1,0,-2.63269e+06,6.35183e+06,3.15857e+06
66.1,1,-3.71199e+06,6.25507e+06,2.09072e+06
66.1,2,-4.64141e+06,5.90557e+06,938282
66.1,3,-3.32096e+06,6.13575e+06,2.92953e+06
66.1,4,-4.35706e+06,5.90894e+06,1.83887e+06
66.1,5,-5.21721e+06,5.44339e+06,673828
66.1,6,-3.4075e+06,5.9322e+06,3.23261e+06
66.1,7,-4.96123e+06,5.49231e+06,1.5833e+06
66.1,8,-4.29423e+06,5.57518e+06,2.78182e+06
66.1,9,-5.6833e+06,4.88305e+06,1.07338e+06
67.1,0,-2.63766e+06,6.35217e+06,3.15376e+06
67.1,1,-3.71635e+06,6.25427e+06,2.08539e+06
67.1,2,-4.64498e+06,5.90366e+06,932660
67.1,3,-3.32581e+06,6.13549e+06,2.92458e+06
67.1,4,-4.36117e+06,5.9076e+06,1.83346e+06
67.1,5,-5.22043e+06,5.44101e+06,668171
67.1,6,-3.41252e+06,5.93193e+06,3.22783e+06
67.1,7,-4.96504e+06,5.49046e+06,1.57781e+06
67.1,8,-4.29887e+06,5.57411e+06,2.77679e+06
67.1,9,-5.68652e+06,4.88054e+06,1.06778e+06
68.1,0,-2.64262e+06,6.35251e+06,3.14893e+06
68.1,1,-3.7207e+06,6.25347e+06,2.08006e+06
68.1,2,-4.64855e+06,5.90174e+06,927037
68.1,3,-3.33064e+06,6.13524e+06,2.91963e+06
68.1,4,-4.36528e+06,5.90625e+06,1.82804e+06
68.1,5,-5.22365e+06,5.43862e+06,662513
68.1,6,-3.41753e+06,5.93165e+06,3.22306e+06
68.1,7,-4.96884e+06,5.4886e+06,1.57233e+06
68.1,8,-4.30352e+06,5.57304e+06,2.77176e+06
68.1,9,-5.68973e+06,4.87802e+06,1.06218e+06
69.1,0,-2.64758e+06,6.35285e+06,3.14411e+06
69.1,1,-3.72505e+06,6.25266e+06,2.07472e+06
69.1,2,-4.65212e+06,5.89982e+06,921413
69.1,3,-3.33548e+06,6.13498e+06,2.91467e+06
69.1,4,-4.36939e+06,5.9049e+06,1.82263e+06
69.1,5,-5.22686e+06,5.43623e+06,656855
69.1,6,-3.42253e+06,5.93137e+06,3.21827e+06
69.1,7,-4.97264e+06,5.48674e+06,1.56683e+06
69.1,8,-4.30816e+06,5.57197e+06,2.76672e+06
69.1,9,-5.69294e+06,4.8755e+06,1.05658e+06
70.1,0,-2.65254e+06,6.35317e+06,3.13928e+06
70.1,1,-3.7294e+06,6.25184e+06,2.06939e+06
70.1,2,-4.65568e+06,5.8979e+06,915788
70.1,3,-3.34031e+06,6.13471e+06,2.90971e+06
70.1,4,-4.37349e+06,5.90354e+06,1.81721e+06
70.1,5,-5.23006e+06,5.43384e+06,651196
70.1,6,-3.42754e+06,5.93108e+06,3.21349e+06
70.1,7,-4.97643e+06,5.48488e+06,1.56134e+06
70.1,8,-4.31279e+06,5.57089e+06,2.76168e+06
70.1,9,-5.69615e+06,4.87298e+06,1.05097e+06
71.1,0,-2.6575e+06,6.3535e+06,3.13445e+06
71.1,1,-3.73374e+06,6.25102e+06,2.06405e+06
71.1,2,-4.65924e+06,5.89597e+06,910162
71.1,3,-3.34514e+06,6.13444e+06,2.90475e+06
71.1,4,-4.37759e+06,5.90218e+06,1.81179e+06
71.1,5,-5.23327e+06,5.43144e+06,645536
71.1,6,-3.43254e+06,5.93079e+06,3.20871e+06
71.1,7,-4.98022e+06,5.48301e+06,1.55585e+06
71.1,8,-4.31742e+06,5.56981e+06,2.75664e+06
71.1,9,-5.69935e+06,4.87045e+06,1.04537e+06
72.1,0,-2.66245e+06,6.35381e+06,3.12961e+06
72.1,1,-3.73809e+06,6.2502e+06,2.05871e+06
72.1,2,-4.66279e+06,5.89403e+06,904535
72.1,3,-3.34997e+06,6.13416e+06,2.89978e+06
72.1,4,-4.38168e+06,5.90081e+06,1.80636e+06
72.1,5,-5.23646e+06,5.42904e+06,639876
72.1,6,-3.43754e+06,5.93049e+06,3.20392e+06
72.1,7,-4.98401e+06,5.48114e+06,1.55035e+06
72.1,8,-4.32205e+06,5.56872e+06,2.7516e+06
72.1,9,-5.70254e+06,4.86792e+06,1.03976e+06
73.1,0,-2.6674e+06,6.35413e+06,3.12477e+06
73.1,1,-3.74242e+06,6.24937e+06,2.05337e+06
73.1,2,-4.66634e+06,5.89209e+06,898908
73.1,3,-3.35479e+06,6.13388e+06,2.89482e+06
73.1,4,-4.38577e+06,5.89944e+06,1.80094e+06
73.1,5,-5.23966e+06,5.42663e+06,634215
73.1,6,-3.44253e+06,5.93019e+06,3.19912e+06
73.1,7,-4.98779e+06,5.47926e+06,1.54486e+06
73.1,8,-4.32668e+06,5.56763e+06,2.74656e+06
73.1,9,-5.70574e+06,4.86539e+06,1.03416e+06
74.1,0,-2.67235e+06,6.35443e+06,3.11993e+06
74.1,1,-3.74676e+06,6.24853e+06,2.04803e+06
74.1,2,-4.66989e+06,5.89015e+06,893279
74.1,3,-3.35961e+06,6.1336e+06,2.88985e+06
74.1,4,-4.38986e+06,5.89806e+06,1.79552e+06
74.1,5,-5.24285e+06,5.42422e+06,628554
74.1,6,-3.44753e+06,5.92988e+06,3.19433e+06
74.1,7,-4.99157e+06,5.47738e+06,1.53936e+06
74.1,8,-4.3313e+06,5.56654e+06,2.74151e+06
74.1,9,-5.70892e+06,4.86285e+06,1.02855e+06
75.1,0,-2.6773e+06,6.35473e+06,3.11509e+06
75.1,1,-3.75109e+06,6.24769e+06,2.04269e+06
75.1,2,-4.67343e+06,5.8882e+06,887650
75.1,3,-3.36442e+06,6.13331e+06,2.88487e+06
75.1,4,-4.39394e+06,5.89668e+06,1.79009e+06
75.1,5,-5.24603e+06,5.4218e+06,622892
75.1,6,-3.45251e+06,5.92957e+06,3.18953e+06
75.1,7,-4.99534e+06,5.47549e+06,1.53386e+06
75.1,8,-4.33591e+06,5.56544e+06,2.73646e+06
75.1,9,-5.7121e+06,4.86031e+06,1.02294e+06
76.1,0,-2.68224e+06,6.35503e+06,3.11025e+06
76.1,1,-3.75542e+06,6.24684e+06,2.03734e+06
76.1,2,-4.67697e+06,5.88624e+06,882020
76.1,3,-3.36924e+06,6.13301e+06,2.8799e+06
76.1,4,-4.39802e+06,5.89529e+06,1.78466e+06
76.1,5,-5.24921e+06,5.41938e+06,617229
76.1,6,-3.4575e+06,5.92925e+06,3.18473e+06
76.1,7,-4.99911e+06,5.4736e+06,1.52836e+06
76.1,8,-4.34052e+06,5.56433e+06,2.73141e+06
76.1,9,-5.71528e+06,4.85776e+06,1.01733e+06
77.1,0,-2.68718e+06,6.35532e+06,3.1054e+06
77.1,1,-3.75974e+06,6.24599e+06,2.03199e+06
77.1,2,-4.6805e+06,5.88428e+06,876389
77.1,3,-3.37405e+06,6.13271e+06,2.87492e+06
77.1,4,-4.4021e+06,5.8939e+06,1.77923e+06
77.1,5,-5.25238e+06,5.41696e+06,611566
77.1,6,-3.46248e+06,5.92893e+06,3.17993e+06
77.1,7,-5.00287e+06,5.4717e+06,1.52286e+06
77.1,8,-4.34513e+06,5.56322e+06,2.72635e+06
77.1,9,-5.71845e+06,4.85521e+06,1.01172e+06
78.1,0,-2.69212e+06,6.35561e+06,3.10055e+06
78.1,1,-3.76407e+06,6.24514e+06,2.02664e+06
78.1,2,-4.68403e+06,5.88232e+06,870758
78.1,3,-3.37886e+06,6.1324e+06,2.86994e+06
78.1,4,-4.40617e+06,5.89251e+06,1.7738e+06
78.1,5,-5.25555e+06,5.41453e+06,605903
78.1,6,-3.46746e+06,5.92861e+06,3.17512e+06
78.1,7,-5.00663e+06,5.4698e+06,1.51735e+06
78.1,8,-4.34974e+06,5.56211e+06,2.7213e+06
78.1,9,-5.72162e+06,4.85266e+06,1.00611e+06
79.1,0,-2.69706e+06,6.35589e+06,3.09569e+06
79.1,1,-3.76838e+06,6.24427e+06,2.02129e+06
79.1,2,-4.68756e+06,5.88035e+06,865125
79.1,3,-3.38366e+06,6.13209e+06,2.86496e+06
79.1,4,-4.41024e+06,5.89111e+06,1.76836e+06
79.1,5,-5.25872e+06,5.41209e+06,600238
79.1,6,-3.47244e+06,5.92828e+06,3.17031e+06
79.1,7,-5.01039e+06,5.4679e+06,1.51185e+06
79.1,8,-4.35434e+06,5.56099e+06,2.71624e+06
79.1,9,-5.72478e+06,4.8501e+06,1.0005e+06
80.1,0,-2.70199e+06,6.35617e+06,3.09083e+06
80.1,1,-3.7727e+06,6.24341e+06,2.01594e+06
80.1,2,-4.69108e+06,5.87838e+06,859492
80.1,3,-3.38846e+06,6.13178e+06,2.85997e+06
80.1,4,-4.4143e+06,5.8897e+06,1.76293e+06
80.1,5,-5.26188e+06,5.40965e+06,594574
80.1,6,-3.47741e+06,5.92794e+06,3.1655e+06
80.1,7,-5.01414e+06,5.46599e+06,1.50634e+06
80.1,8,-4.35894e+06,5.55987e+06,2.71118e+06
80.1,9,-5.72794e+06,4.84753e+06,994890
81.1,0,-2.70692e+06,6.35644e+06,3.08597e+06
81.1,1,-3.77701e+06,6.24254e+06,2.01058e+06
81.1,2,-4.6946e+06,5.8764e+06,853858
81.1,3,-3.39326e+06,6.13146e+06,2.85498e+06
81.1,4,-4.41836e+06,5.88829e+06,1.75749e+06
81.1,5,-5.26504e+06,5.40721e+06,588908
81.1,6,-3.48238e+06,5.9276e+06,3.16068e+06
81.1,7,-5.01788e+06,5.46407e+06,1.50084e+06
81.1,8,-4.36353e+06,5.55875e+06,2.70611e+06
81.1,9,-5.73109e+06,4.84497e+06,989276
82.1,0,-2.71185e+06,6.35671e+06,3.08111e+06
82.1,1,-3.78132e+06,6.24166e+06,2.00522e+06
82.1,2,-4.69811e+06,5.87441e+06,848223
82.1,3,-3.39806e+06,6.13113e+06,2.84999e+06
82.1,4,-4.42242e+06,5.88688e+06,1.75205e+06
82.1,5,-5.26819e+06,5.40476e+06,583243
82.1,6,-3.48735e+06,5.92726e+06,3.15586e+06
82.1,7,-5.02163e+06,5.46215e+06,1.49533e+06
82.1,8,-4.36812e+06,5.55762e+06,2.70104e+06
82.1,9,-5.73424e+06,4.8424e+06,983662
83.1,0,-2.71677e+06,6.35697e+06,3.07624e+06
83.1,1,-3.78562e+06,6.24078e+06,1.99986e+06
83.1,2,-4.70162e+06,5.87243e+06,842588
83.1,3,-3.40285e+06,6.1308e+06,2.845e+06
83.1,4,-4.42647e+06,5.88546e+06,1.74661e+06
83.1,5,-5.27134e+06,5.40231e+06,577576
83.1,6,-3.49231e+06,5.92691e+06,3.15104e+06
83.1,7,-5.02537e+06,5.46023e+06,1.48982e+06
83.1,8,-4.3727e+06,5.55648e+06,2.69597e+06
83.1,9,-5.73738e+06,4.83982e+06,978047
84.1,0,-2.7217e+06,6.35723e+06,3.07138e+06
84.1,1,-3.78993e+06,6.23989e+06,1.9945e+06
84.1,2,-4.70513e+06,5.87043e+06,836952
84.1,3,-3.40764e+06,6.13047e+06,2.84e+06
84.1,4,-4.43052e+06,5.88403e+06,1.74117e+06
84.1,5,-5.27449e+06,5.39986e+06,571909
84.1,6,-3.49727e+06,5.92656e+06,3.14622e+06
84.1,7,-5.0291e+06,5.45831e+06,1.48431e+06
84.1,8,-4.37729e+06,5.55534e+06,2.6909e+06
84.1,9,-5.74052e+06,4.83724e+06,972430
85.1,0,-2.72662e+06,6.35748e+06,3.0665e+06
85.1,1,-3.79422e+06,6.239e+06,1.98914e+06
85.1,2,-4.70863e+06,5.86843e+06,831314
85.1,3,-3.41243e+06,6.13013e+06,2.835e+06
85.1,4,-4.43456e+06,5.8826e+06,1.73573e+06
85.1,5,-5.27762e+06,5.39739e+06,566242
85.1,6,-3.50223e+06,5.9262e+06,3.14139e+06
85.1,7,-5.03283e+06,5.45637e+06,1.47879e+06
85.1,8,-4.38186e+06,5.5542e+06,2.68583e+06
85.1,9,-5.74365e+06,4.83466e+06,966813
86.1,0,-2.73154e+06,6.35772e+06,3.06163e+06
86.1,1,-3.79852e+06,6.2381e+06,1.98378e+06
86.1,2,-4.71213e+06,5.86643e+06,825677
86.1,3,-3.41721e+06,6.12978e+06,2.83e+06
86.1,4,-4.4386e+06,5.88117e+06,1.73028e+06
86.1,5,-5.28076e+06,5.39493e+06,560574
86.1,6,-3.50719e+06,5.92584e+06,3.13656e+06
86.1,7,-5.03655e+06,5.45444e+06,1.47328e+06
86.1,8,-4.38644e+06,5.55305e+06,2.68075e+06
86.1,9,-5.74678e+06,4.83208e+06,961195
87.1,0,-2.73645e+06,6.35796e+06,3.05675e+06
87.1,1,-3.80281e+06,6.2372e+06,1.97841e+06
87.1,2,-4.71562e+06,5.86442e+06,820038
87.1,3,-3.42199e+06,6.12943e+06,2.82499e+06
87.1,4,-4.44264e+06,5.87973e+06,1.72483e+06
87.1,5,-5.28389e+06,5.39246e+06,554905
87.1,6,-3.51214e+06,5.92547e+06,3.13173e+06
87.1,7,-5.04028e+06,5.4525e+06,1.46776e+06
87.1,8,-4.39101e+06,5.5519e+06,2.67567e+06
87.1,9,-5.7499e+06,4.82949e+06,955577
88.1,0,-2.74137e+06,6.3582e+06,3.05187e+06
88.1,1,-3.8071e+06,6.2363e+06,1.97304e+06
88.1,2,-4.71911e+06,5.86241e+06,814399
88.1,3,-3.42677e+06,6.12908e+06,2.81999e+06
88.1,4,-4.44667e+06,5.87829e+06,1.71939e+06
88.1,5,-5.28702e+06,5.38999e+06,549236
88.1,6,-3.51709e+06,5.9251e+06,3.12689e+06
88.1,7,-5.04399e+06,5.45055e+06,1.46224e+06
88.1,8,-4.39558e+06,5.55074e+06,2.67059e+06
88.1,9,-5.75302e+06,4.82689e+06,949957
89.1,0,-2.74628e+06,6.35843e+06,3.04699e+06
89.1,1,-3.81138e+06,6.23538e+06,1.96767e+06
89.1,2,-4.7226e+06,5.86039e+06,808758
89.1,3,-3.43154e+06,6.12872e+06,2.81498e+06
89.1,4,-4.4507e+06,5.87684e+06,1.71394e+06
89.1,5,-5.29014e+06,5.38751e+06,543567
89.1,6,-3.52203e+06,5.92472e+06,3.12205e+06
89.1,7,-5.0477e+06,5.4486e+06,1.45673e+06
89.1,8,-4.40014e+06,5.54958e+06,2.6655e+06
89.1,9,-5.75613e+06,4.82429e+06,944336
90.1,0,-2.75119e+06,6.35866e+06,3.0421e+06
90.1,1,-3.81567e+06,6.23447e+06,1.9623e+06
90.1,2,-4.72608e+06,5.85837e+06,803118
90.1,3,-3.43631e+06,6.12836e+06,2.80996e+06
90.1,4,-4.45473e+06,5.87538e+06,1.70848e+06
90.1,5,-5.29326e+06,5.38502e+06,537897
90.1,6,-3.52697e+06,5.92434e+06,3.11721e+06
90.1,7,-5.05141e+06,5.44665e+06,1.45121e+06
90.1,8,-4.4047e+06,5.54841e+06,2.66042e+06
90.1,9,-5.75924e+06,4.82169e+06,938715
91.1,0,-2.75609e+06,6.35888e+06,3.03722e+06
91.1,1,-3.81994e+06,6.23354e+06,1.95693e+06
91.1,2,-4.72956e+06,5.85634e+06,797476
91.1,3,-3.44108e+06,6.12799e+06,2.80495e+06
91.1,4,-4.45875e+06,5.87392e+06,1.70303e+06
91.1,5,-5.29637e+06,5.38254e+06,532226
91.1,6,-3.53191e+06,5.92395e+06,3.11236e+06
91.1,7,-5.05512e+06,5.44469e+06,1.44568e+06
91.1,8,-4.40925e+06,5.54724e+06,2.65533e+06
91.1,9,-5.76235e+06,4.81908e+06,933092
92.1,0,-2.761e+06,6.35909e+06,3.03232e+06
92.1,1,-3.82422e+06,6.23262e+06,1.95155e+06
