time,delay_sec
48.2032,0.0132046
48.2044,0.0144455
48.2082,0.0131896
48.2094,0.0144307
48.2132,0.0132058
48.2144,0.0144469
48.2182,0.0131909
48.2194,0.0144321
48.2232,0.0132155
48.2244,0.0144484
48.2282,0.0132006
48.2294,0.0144335
48.2332,0.0132168
48.2344,0.0144498
48.2382,0.0132019
48.2394,0.014435
48.2432,0.013187
48.2445,0.0144512
48.2482,0.0132032
48.2494,0.0144364
48.2532,0.0131882
48.2545,0.0144527
48.2582,0.0132044
48.2594,0.0144378
48.2682,0.0132141
48.2694,0.0144251
48.2732,0.0131851
48.2744,0.0144357
48.2782,0.0132097
48.2794,0.0144293
48.2845,0.014454
48.2883,0.0133466
48.2894,0.0144477
48.2932,0.0132073
48.2944,0.0144413
48.2982,0.0132235
48.2994,0.0144265
48.3032,0.0132085
48.3044,0.0144427
48.3082,0.0132247
48.3094,0.0144279
48.3132,0.0132098
48.3144,0.0144442
48.3182,0.013226
48.3194,0.0144293
48.3232,0.0131884
48.3244,0.0144456
48.3282,0.0132046
48.3294,0.0144308
48.3332,0.0131897
48.3344,0.014416
48.3382,0.0132059
48.3394,0.0144322
48.3432,0.013191
48.3444,0.0144174
48.3482,0.0132071
48.3494,0.0144337
48.3532,0.0131922
48.3544,0.0144188
48.3582,0.0132084
48.3594,0.0144351
48.3682,0.013187
48.3695,0.0144535
48.3732,0.0132201
48.3744,0.0144329
48.3782,0.0131826
48.3795,0.0144577
48.3845,0.0144513
48.3883,0.0133195
48.3894,0.0144449
48.3932,0.0132113
48.3944,0.0144386
48.3982,0.0131963
48.3995,0.0144548
48.4032,0.0132125
48.4044,0.01444
48.4082,0.0131976
48.4095,0.0144563
48.4132,0.0132138
48.4144,0.0144414
48.4182,0.0131989
48.4195,0.0144577
48.4232,0.0132235
48.4244,0.0144429
48.4282,0.0132086
48.4295,0.0144591
48.4332,0.0132248
48.4344,0.0144443
48.4382,0.0132099
48.4395,0.0144606
48.4432,0.013226
48.4444,0.0144457
48.4482,0.0132111
48.4494,0.0144309
48.4532,0.0132273
48.4544,0.0144472
48.4582,0.0132124
48.4594,0.0144323
48.4682,0.013191
48.4694,0.0144196
48.4732,0.0132241
48.4745,0.0144613
48.4782,0.0132177
48.4794,0.0144238
48.4844,0.0144485
48.4883,0.0133235
48.4894,0.0144422
48.4932,0.0131841
48.4945,0.0144669
48.4982,0.0132003
48.4995,0.0144521
48.5032,0.0131854
48.5045,0.0144683
48.5082,0.0132016
48.5095,0.0144535
48.5132,0.0131867
48.5145,0.0144698
48.5182,0.0132029
48.5195,0.0144549
48.5232,0.0131964
48.5245,0.0144712
48.5282,0.0132126
48.5295,0.0144564
48.5332,0.0131977
48.5345,0.0144727
48.5382,0.0132138
48.5395,0.0144578
48.5432,0.0131989
48.5445,0.0144741
48.5482,0.0132151
48.5495,0.0144593
48.5532,0.0132002
48.5545,0.0144755
48.5582,0.0132164
48.5595,0.0144607
48.5682,0.0132261
48.5694,0.014448
48.5732,0.013197
48.5744,0.0144274
48.5782,0.0132217
48.5795,0.0144522
48.5844,0.0144458
48.5883,0.0133275
48.5894,0.0144394
48.5932,0.0132192
48.5944,0.0144331
48.5982,0.0132043
48.5994,0.0144493
48.6032,0.0132205
48.6044,0.0144345
48.6082,0.0132056
48.6095,0.0144508
48.6132,0.0132218
48.6144,0.0144359
48.6182,0.0132068
48.6195,0.0144522
48.6232,0.0132004
48.6244,0.0144374
48.6282,0.0131855
48.6295,0.0144536
48.6332,0.0132016
48.6344,0.0144388
48.6382,0.0131867
48.6395,0.0144551
48.6432,0.0132029
48.6444,0.0144402
48.6482,0.013188
48.6495,0.0144565
48.6532,0.0132042
48.6544,0.0144417
48.6582,0.0131893
48.6595,0.0144579
48.6682,0.013199
48.6695,0.0144763
48.6732,0.0132321
48.6745,0.0144558
48.6782,0.0131945
48.6795,0.0144805
48.6844,0.014443
48.6883,0.0133315
48.6894,0.0144367
48.6932,0.0132232
48.6945,0.0144614
48.6982,0.0132083
48.6994,0.0144466
48.7032,0.0132245
48.7045,0.0144628
48.7082,0.0132096
48.7094,0.014448
48.7132,0.0131946
48.7145,0.0144643
48.7182,0.0132108
48.7194,0.0144494
48.7232,0.0132044
48.7245,0.0144657
48.7282,0.0132206
48.7295,0.0144509
48.7332,0.0132056
48.7345,0.0144671
48.7382,0.0132218
48.7395,0.0144523
48.7432,0.0132069
48.7445,0.0144686
48.7482,0.0132231
48.7495,0.0144537
48.7532,0.0132082
48.7545,0.01447
48.7582,0.0132243
48.7595,0.0144552
48.7682,0.013203
48.7694,0.0144425
48.7732,0.013205
48.7745,0.014453
48.7782,0.0132296
48.7794,0.0144467
48.7845,0.0144714
48.7883,0.0133043
48.7895,0.014465
48.7932,0.0131961
48.7945,0.0144587
48.7982,0.0132123
48.7994,0.0144438
48.8032,0.0131974
48.8044,0.014429
48.8082,0.0132135
48.8094,0.0144453
48.8132,0.0131986
48.8144,0.0144304
48.8182,0.0132148
48.8194,0.0144467
48.8232,0.0132084
48.8244,0.0144319
48.8282,0.0132245
48.8294,0.0144481
48.8332,0.0132096
48.8344,0.0144333
48.8382,0.0131947
48.8394,0.0144496
48.8432,0.0132109
48.8444,0.0144347
48.8482,0.013196
48.8495,0.014451
48.8532,0.0132121
48.8544,0.0144362
48.8582,0.0131972
48.8595,0.0144524
48.8682,0.013207
48.8695,0.0144708
48.8732,0.013209
48.8745,0.0144503
48.8782,0.0132025
48.8795,0.014475
48.8844,0.0144375
48.8883,0.0133083
48.8895,0.0144623
48.8932,0.0132001
48.8945,0.0144559
48.8982,0.0131852
48.8995,0.0144722
48.9032,0.0132014
48.9045,0.0144573
48.9082,0.0131864
48.9095,0.0144736
48.9132,0.0132026
48.9145,0.0144588
48.9182,0.0131877
48.9194,0.0144439
48.9232,0.0132123
48.9245,0.0144602
48.9282,0.0131974
48.9294,0.0144454
48.9332,0.0132136
48.9345,0.0144616
48.9382,0.0131987
48.9394,0.0144468
48.9432,0.0132149
48.9445,0.0144631
48.9482,0.0132
48.9494,0.0144482
48.9532,0.013185
48.9545,0.0144645
48.9582,0.0132012
48.9594,0.0144497
48.9682,0.0132109
48.9694,0.014437
48.9732,0.0131819
48.9745,0.0144786
48.9782,0.0132065
48.9794,0.0144411
48.9845,0.0144659
48.9883,0.0133434
48.9895,0.0144595
48.9932,0.0132041
48.9945,0.0144843
48.9982,0.0132203
48.9995,0.0144694
49.0032,0.0132053
49.0045,0.0144857
49.0082,0.0132215
49.0095,0.0144709
49.0132,0.0132066
49.0145,0.0144871
49.0182,0.0132228
49.0195,0.0144723
49.0232,0.0131852
49.0245,0.0144886
49.0282,0.0132014
49.0295,0.0144737
49.0332,0.0131865
49.0345,0.01449
49.0382,0.0132027
49.0395,0.0144752
49.0432,0.0131878
49.0445,0.0144603
49.0482,0.0132039
49.0495,0.0144766
49.0532,0.013189
49.0545,0.0144618
49.0582,0.0132052
49.0595,0.014478
49.0682,0.0131838
49.0695,0.0144653
49.0732,0.013217
49.0744,0.0144448
49.0782,0.0131794
49.0795,0.0144695
49.0845,0.0144631
49.0883,0.0133474
49.0895,0.0144568
49.0932,0.0132081
49.0945,0.0144504
49.0982,0.0131932
49.0995,0.0144667
49.1032,0.0132093
49.1045,0.0144518
49.1082,0.0131944
49.1095,0.0144681
49.1132,0.0132106
49.1145,0.0144533
49.1182,0.0131957
49.1195,0.0144695
49.1232,0.0132203
49.1245,0.0144547
49.1282,0.0132054
49.1295,0.014471
49.1332,0.0132216
49.1345,0.0144561
49.1382,0.0132067
49.1395,0.0144724
49.1432,0.0132229
49.1445,0.0144576
49.1482,0.0132079
49.1495,0.0144739
49.1532,0.0132241
49.1545,0.014459
49.1582,0.0132092
49.1594,0.0144442
49.1682,0.0132189
49.1695,0.0144626
49.1732,0.0132209
49.1745,0.0144731
49.1782,0.0132145
49.1795,0.0144668
49.1845,0.0144604
49.1883,0.0133203
49.1895,0.014454
49.1932,0.013181
49.1945,0.0144788
49.1982,0.0131971
49.1995,0.0144639
49.2032,0.0131822
49.2045,0.0144802
49.2082,0.0131984
49.2095,0.0144654
49.2132,0.0131835
49.2145,0.0144816
49.2182,0.0131997
49.2195,0.0144668
49.2232,0.0131932
49.2245,0.0144831
49.2282,0.0132094
49.2295,0.0144682
49.2332,0.0131945
49.2345,0.0144845
49.2382,0.0132107
49.2395,0.0144697
49.2432,0.0131957
49.2445,0.0144859
49.2482,0.0132119
49.2495,0.0144711
49.2532,0.013197
49.2545,0.0144874
49.2582,0.0132132
49.2595,0.0144725
49.2682,0.0132229
49.2695,0.0144598
49.2732,0.0131938
49.2744,0.0144393
49.2782,0.0132185
49.2795,0.014464
49.2845,0.0144576
49.2883,0.0133243
49.2895,0.0144824
49.2932,0.0132161
49.2944,0.0144449
49.2982,0.0132322
49.2995,0.0144612
49.3032,0.0132173
49.3044,0.0144463
49.3082,0.0132024
49.3095,0.0144626
49.3132,0.0132186
49.3144,0.0144478
49.3182,0.0132037
49.3195,0.014464
49.3232,0.0131972
49.3244,0.0144492
49.3282,0.0131823
49.3295,0.0144655
49.3332,0.0131985
49.3345,0.0144506
49.3382,0.0131836
49.3395,0.0144669
49.3432,0.0131997
49.3445,0.0144521
49.3482,0.0131848
49.3495,0.0144684
49.3532,0.013201
49.3545,0.0144535
49.3582,0.0131861
49.3595,0.0144698
49.3682,0.0131958
49.3695,0.0144882
49.3732,0.0132289
49.3745,0.0144676
49.3782,0.0131914
49.3795,0.0144924
49.3845,0.0144549
49.3883,0.0133283
49.3894,0.0144485
49.3932,0.0132201
49.3945,0.0144733
49.3982,0.0132051
49.3995,0.0144584
49.4032,0.0132213
49.4045,0.0144747
49.4082,0.0132064
49.4095,0.0144599
49.4132,0.0132226
49.4145,0.0144761
49.4182,0.0132077
49.4195,0.0144613
49.4232,0.0132012
49.4245,0.0144776
49.4282,0.0132174
49.4295,0.0144627
49.4332,0.0132025
49.4345,0.014479
49.4382,0.0132187
49.4395,0.0144642
49.4432,0.0132037
49.4445,0.0144804
49.4482,0.0132199
49.4495,0.0144656
49.4532,0.013205
49.4545,0.0144819
49.4582,0.0132212
49.4595,0.014467
49.4682,0.0131998
49.4695,0.0144543
49.4732,0.0132018
49.4745,0.014496
49.4782,0.0132265
49.4795,0.0144585
49.4845,0.0144832
49.4883,0.0133323
49.4895,0.0144769
49.4932,0.0131929
49.4945,0.0144705
49.4982,0.0132091
49.4995,0.0144868
49.5032,0.0131942
49.5045,0.0145031
49.5082,0.0132104
49.5095,0.0144882
49.5132,0.0131955
49.5145,0.0144734
49.5182,0.0132117
49.5195,0.0144897
49.5232,0.0132052
49.5245,0.0144748
49.5282,0.0132214
49.5295,0.0144911
49.5332,0.0132065
49.5345,0.0144763
49.5382,0.0132226
49.5395,0.0144925
49.5432,0.0132077
49.5445,0.0144777
49.5482,0.0131928
49.5495,0.014494
49.5532,0.013209
49.5545,0.0144791
49.5582,0.0131941
49.5595,0.0144954
49.5682,0.0132038
49.5695,0.0144827
49.5732,0.0132058
49.5745,0.0144621
49.5782,0.0131994
49.5795,0.0144869
49.5845,0.0144805
49.5883,0.0133052
49.5895,0.0144741
49.5932,0.0131969
49.5945,0.0144678
49.5982,0.013182
49.5995,0.014484
49.6032,0.0131982
49.6045,0.0144692
49.6082,0.0131833
49.6095,0.0144855
49.6132,0.0131995
49.6145,0.0144706
49.6182,0.0131845
49.6195,0.0144869
49.6232,0.0132092
49.6245,0.0144721
49.6282,0.0131943
49.6295,0.0144572
49.6332,0.0132105
49.6345,0.0144735
49.6382,0.0131955
49.6395,0.0144587
49.6432,0.0132117
49.6445,0.0144749
49.6482,0.0131968
49.6495,0.0144601
49.6532,0.013213
49.6545,0.0144764
49.6582,0.0131981
49.6595,0.0144615
49.6682,0.0132078
49.6695,0.0144799
49.6732,0.0131787
49.6745,0.0144905
49.6782,0.0132034
49.6795,0.014453
49.6845,0.0144778
49.6883,0.0133403
49.6895,0.0144714
49.6932,0.0132009
49.6945,0.0144961
49.6982,0.0132171
49.6995,0.0144813
49.7032,0.0132022
49.7045,0.0144976
49.7082,0.0132184
49.7095,0.0144827
49.7132,0.0132035
49.7145,0.014499
49.7182,0.0132196
49.7195,0.0144842
49.7232,0.0131821
49.7245,0.0145004
49.7282,0.0131983
49.7295,0.0144856
49.7332,0.0131834
49.7345,0.0145019
49.7382,0.0131995
49.7395,0.014487
49.7432,0.0131846
49.7445,0.0144722
49.7482,0.0132008
49.7495,0.0144885
49.7532,0.0131859
49.7545,0.0144736
49.7582,0.0132021
49.7595,0.0144899
49.7682,0.0132118
49.7695,0.0144772
49.7732,0.0132138
49.7745,0.0144566
49.7782,0.0131763
49.7795,0.0144814
49.7845,0.014475
49.7883,0.0133443
49.7895,0.0144997
49.7932,0.0132049
49.7945,0.0144623
49.7982,0.01319
49.7995,0.0144785
49.8032,0.0132062
49.8045,0.0144637
49.8082,0.0131913
49.8095,0.01448
49.8132,0.0132075
49.8145,0.0144651
49.8182,0.0131925
49.8195,0.0144814
49.8232,0.0132172
49.8245,0.0144666
49.8282,0.0132023
49.8295,0.0144829
49.8332,0.0132185
49.8345,0.014468
49.8382,0.0132035
49.8395,0.0144843
49.8432,0.0132197
49.8445,0.0144695
49.8482,0.0132048
49.8495,0.0144857
49.8532,0.013221
49.8545,0.0144709
49.8582,0.0132061
49.8595,0.0144872
49.8682,0.0132158
49.8695,0.0144744
49.8732,0.0132178
49.8745,0.014485
49.8782,0.0132114
49.8795,0.0144786
49.8845,0.0144723
49.8883,0.0133483
49.8895,0.0144659
49.8932,0.0131778
49.8945,0.0144906
49.8982,0.013194
49.8995,0.0144758
49.9032,0.0131791
49.9045,0.0144921
49.9082,0.0131953
49.9095,0.0144772
49.9132,0.0131804
49.9145,0.0144935
49.9182,0.0131965
49.9195,0.0144787
49.9232,0.0131901
49.9245,0.0144949
49.9282,0.0132063
49.9295,0.0144801
49.9332,0.0131913
49.9345,0.0144964
49.9382,0.0132075
49.9395,0.0144815
49.9432,0.0131926
49.9445,0.0144978
49.9482,0.0132088
49.9495,0.014483
49.9532,0.0131939
49.9545,0.0144992
49.9582,0.0132101
49.9595,0.0144844
49.9682,0.0132198
49.9695,0.0144717
49.9732,0.0131907
49.9745,0.0145134
49.9782,0.0132154
49.9795,0.0144759
49.9845,0.0144695
49.9883,0.0133212
49.9895,0.0144943
49.9932,0.0132129
49.9945,0.0144568
49.9982,0.0132291
49.9995,0.0144731
50.0032,0.0132142
50.0045,0.0144582
50.0082,0.0132304
50.0095,0.0144745
50.0132,0.0132155
50.0145,0.0144597
50.0182,0.0132005
50.0195,0.0144759
50.0232,0.0131941
50.0245,0.0144611
50.0282,0.0131792
50.0295,0.0144774
50.0332,0.0131953
50.0345,0.0144625
50.0382,0.0131804
50.0395,0.0144788
50.0432,0.0131966
50.0445,0.014464
50.0482,0.0131817
50.0495,0.0144802
50.0532,0.0131979
50.0545,0.0144654
50.0582,0.013183
50.0595,0.0144817
50.0682,0.0131927
50.0695,0.0145
50.0732,0.0132258
50.0745,0.0144795
50.0782,0.0131882
50.0795,0.0145042
50.0845,0.0144979
50.0883,0.0133252
50.0895,0.0144915
50.0932,0.0132169
50.0945,0.0144851
50.0982,0.013202
50.0995,0.0144703
50.1032,0.0132182
50.1045,0.0144866
50.1082,0.0132033
50.1095,0.0144717
50.1132,0.0132195
50.1145,0.014488
50.1182,0.0132045
50.1195,0.0144732
50.1232,0.0132292
50.1245,0.0144895
50.1282,0.0132143
50.1295,0.0144746
50.1332,0.0131993
50.1345,0.0144909
50.1382,0.0132155
50.1395,0.0144761
50.1432,0.0132006
50.1445,0.0144923
50.1482,0.0132168
50.1495,0.0144775
50.1532,0.0132019
50.1545,0.0144938
50.1582,0.0132181
50.1595,0.0144789
50.1682,0.0131967
50.1695,0.0144973
50.1732,0.0131987
50.1745,0.0145079
50.1782,0.0132234
50.1795,0.0144704
50.1845,0.0144951
50.1883,0.0133292
50.1895,0.0144888
50.1932,0.0131898
50.1945,0.0145135
50.1982,0.013206
50.1995,0.0144987
50.2032,0.0131911
50.2045,0.0145149
50.2082,0.0132073
50.2095,0.0145001
50.2132,0.0131924
50.2145,0.0145164
50.2182,0.0132085
50.2195,0.0145015
50.2232,0.0132021
50.2245,0.0144867
50.2282,0.0132183
50.2295,0.014503
50.2332,0.0132033
50.2345,0.0144881
50.2382,0.0132195
50.2395,0.0145044
50.2432,0.0132046
50.2445,0.0144896
50.2482,0.0131897
50.2495,0.0145059
50.2532,0.0132059
50.2545,0.014491
50.2582,0.013191
50.2595,0.0145073
50.2682,0.0132007
50.2695,0.0144946
50.2732,0.0132027
50.2745,0.014474
50.2782,0.0131962
50.2795,0.0144988
50.2845,0.0144924
50.2883,0.0133332
50.2895,0.014486
50.2932,0.0131938
50.2945,0.0144797
50.2982,0.0131789
50.2995,0.0144959
50.3032,0.0131951
50.3045,0.0144811
50.3082,0.0131802
50.3095,0.0144974
50.3132,0.0131964
50.3145,0.0144825
50.3182,0.0131814
50.3195,0.0144988
50.3232,0.0132061
50.3245,0.014484
50.3282,0.0131912
50.3295,0.0145002
50.3332,0.0132073
50.3345,0.0144854
50.3382,0.0131924
50.3395,0.0144706
50.3432,0.0132086
50.3445,0.0144868
50.3482,0.0131937
50.3495,0.014472
50.3532,0.0132099
50.3545,0.0144883
50.3582,0.013195
50.3595,0.0144734
50.3682,0.0132047
50.3695,0.0144918
50.3732,0.0131756
50.3745,0.0145024
50.3782,0.0132003
50.3795,0.014496
50.3845,0.0144896
50.3883,0.0133372
50.3895,0.0144833
50.3932,0.0131978
50.3945,0.014508
50.3982,0.013214
50.3995,0.0144932
50.4032,0.0131991
50.4045,0.0145095
50.4082,0.0132153
50.4095,0.0144946
50.4132,0.0132004
50.4145,0.0145109
50.4182,0.0132165
50.4195,0.0144961
50.4232,0.0132101
50.4245,0.0145123
50.4282,0.0132263
50.4295,0.0144975
50.4332,0.0132114
50.4345,0.0145138
50.4382,0.0132275
50.4395,0.0144989
50.4432,0.0132126
50.4445,0.0145152
50.4482,0.0132288
50.4495,0.0145004
50.4532,0.0132139
50.4545,0.0144855
50.4582,0.0132301
50.4595,0.0145018
50.4682,0.0132087
50.4695,0.0144891
50.4732,0.0132107
50.4745,0.0144685
50.4782,0.0132043
50.4795,0.0144933
50.4845,0.0144869
50.4883,0.0133412
50.4895,0.0145116
50.4932,0.0132018
50.4945,0.0144742
50.4982,0.0131869
50.4995,0.0144904
50.5032,0.0132031
50.5045,0.0144756
50.5082,0.0131882
50.5095,0.0144919
50.5132,0.0132044
50.5145,0.014477
50.5182,0.0131894
50.5195,0.0144933
50.5232,0.0132141
50.5245,0.0144785
50.5282,0.0131992
50.5295,0.0144948
50.5332,0.0132154
50.5345,0.0144799
50.5382,0.0132004
50.5395,0.0144962
50.5432,0.0132166
50.5445,0.0144814
50.5482,0.0132017
50.5495,0.0144976
50.5532,0.0132179
50.5545,0.0144828
50.5582,0.013203
50.5595,0.0144991
50.5682,0.0132127
50.5695,0.0144863
50.5732,0.0132147
50.5745,0.0144969
50.5782,0.0132083
50.5795,0.0144905
50.5845,0.0145153
50.5883,0.0133452
50.5895,0.0144778
50.5932,0.0132058
50.5945,0.0145025
50.5982,0.0131909
50.5995,0.0144877
50.6032,0.013176
50.6045,0.014504
50.6082,0.0131922
50.6095,0.0144891
50.6132,0.0131773
50.6145,0.0145054
50.6182,0.0131934
50.6195,0.0144906
50.6232,0.013187
50.6245,0.0145068
50.6282,0.0132032
50.6295,0.014492
50.6332,0.0131883
50.6345,0.0145083
50.6382,0.0132044
50.6395,0.0144934
50.6432,0.0131895
50.6445,0.0145097
50.6482,0.0132057
50.6495,0.0144949
50.6532,0.0131908
50.6545,0.0145112
50.6582,0.013207
50.6595,0.0144963
50.6682,0.0132167
50.6695,0.0144836
50.6732,0.0131876
50.6745,0.0145253
50.6782,0.0132123
50.6795,0.0144878
50.6845,0.0145125
50.6883,0.0133492
50.6895,0.0145062
50.6932,0.0132098
50.6945,0.0144998
50.6982,0.013226
50.6995,0.0145161
50.7032,0.0132111
50.7045,0.0145012
50.7082,0.0132273
50.7095,0.0145175
50.7132,0.0132124
50.7145,0.0145027
50.7146,25.2446
50.7182,0.0132286
50.7195,0.0145189
50.7232,0.013191
50.7245,0.0145041
50.7282,0.0131761
50.7295,0.0145204
50.7332,0.0131923
50.7345,0.0145055
50.7382,0.0131773
50.7395,0.0145218
50.7432,0.0131935
50.7445,0.014507
50.7482,0.0131786
50.7495,0.0145232
50.7532,0.0131948
50.7545,0.0145084
50.7582,0.0131799
50.7595,0.0145247
50.7682,0.0131896
50.7695,0.0145119
50.7732,0.0132227
50.7745,0.0144914
50.7782,0.0131852
50.7795,0.0145162
50.7845,0.0145098
50.7883,0.0133221
50.7895,0.0145034
50.7932,0.0132138
50.7945,0.0144971
50.7982,0.0131989
50.7995,0.0145133
50.8032,0.0132151
50.8045,0.0144985
50.8082,0.0132002
50.8095,0.0144837
50.8132,0.0132164
50.8145,0.0144999
50.8182,0.0132015
50.8195,0.0144851
50.8232,0.0132261
50.8245,0.0145014
50.8282,0.0132112
50.8295,0.0144865
50.8332,0.0132274
50.8345,0.0145028
50.8382,0.0132125
50.8395,0.014488
50.8432,0.0131975
50.8445,0.0145042
50.8482,0.0132137
50.8495,0.0144894
50.8532,0.0131988
50.8545,0.0145057
50.8582,0.013215
50.8595,0.0144908
50.8682,0.0131936
50.8695,0.0145092
50.8732,0.0131956
50.8745,0.0145198
50.8782,0.0132203
50.8795,0.0145134
50.8845,0.014507
50.8883,0.0133261
50.8895,0.0145007
50.8932,0.0131868
50.8945,0.0145254
50.8982,0.0132029
50.8995,0.0145106
50.9032,0.013188
50.9045,0.0145269
50.9082,0.0132042
50.9095,0.014512
50.9132,0.0131893
50.9145,0.0145283
50.9182,0.0132055
50.9195,0.0145135
50.9232,0.013199
50.9245,0.0144986
50.9282,0.0132152
50.9295,0.0145149
50.9332,0.0132003
50.9345,0.0145001
50.9382,0.0132165
50.9395,0.0145163
50.9432,0.0132015
50.9445,0.0145015
50.9482,0.0132177
50.9495,0.0145178
50.9532,0.0132028
50.9545,0.0145029
50.9582,0.0131879
50.9595,0.0145192
50.9682,0.0131976
50.9695,0.0145065
50.9732,0.0131996
50.9745,0.0144859
50.9782,0.0131932
50.9795,0.0145107
50.9845,0.0145043
50.9883,0.0133301
50.9895,0.014529
50.9932,0.0132219
50.9945,0.0144916
50.9982,0.0132069
50.9995,0.0145078
51.0032,0.0132231
51.0045,0.014493
51.0082,0.0132082
51.0095,0.0145093
51.0132,0.0132244
51.0145,0.0144944
51.0182,0.0132095
51.0195,0.0145107
51.0232,0.013203
51.0245,0.0144959
51.0282,0.0131881
51.0295,0.0145122
51.0332,0.0132043
51.0345,0.0144973
51.0382,0.0131894
51.0395,0.0145136
51.0432,0.0132056
51.0445,0.0144988
51.0482,0.0131906
51.0495,0.0144839
51.0532,0.0132068
51.0545,0.0145002
51.0582,0.0131919
51.0595,0.0144854
51.0682,0.0132016
51.0695,0.0145037
51.0732,0.0131725
51.0745,0.0145143
51.0782,0.0131972
51.0795,0.0145079
51.0845,0.0145016
51.0884,0.0133652
51.0895,0.0144952
51.0932,0.0131948
51.0945,0.0145199
51.0982,0.013211
51.0995,0.0145051
51.1032,0.013196
51.1045,0.0145214
51.1082,0.0132122
51.1095,0.0145065
51.1132,0.0131973
51.1145,0.0145228
51.1182,0.0132135
51.1195,0.014508
51.1232,0.013207
51.1245,0.0145242
51.1282,0.0132232
51.1295,0.0145094
51.1332,0.0132083
51.1345,0.0145257
51.1382,0.0132245
51.1395,0.0145109
51.1432,0.0132096
51.1445,0.0145271
51.1482,0.0132257
51.1495,0.0145123
51.1532,0.0132108
51.1545,0.0145286
51.1582,0.013227
51.1595,0.0145137
51.1682,0.0132056
51.1695,0.014501
51.1732,0.0132077
51.1745,0.0145116
51.1782,0.0132012
51.1795,0.0145052
51.1845,0.0144988
51.1883,0.0133381
51.1895,0.0145236
51.1932,0.0131988
51.1945,0.0145172
51.1982,0.0131839
51.1995,0.0145335
51.2032,0.0132
51.2045,0.0145186
51.2082,0.0131851
51.2095,0.0145349
51.2132,0.0132013
51.2145,0.0145201
51.2182,0.0131864
51.2195,0.0145363
51.2232,0.013211
51.2245,0.0145215
51.2282,0.0131961
51.2295,0.0145378
51.2332,0.0132123
51.2345,0.0145229
51.2382,0.0131974
51.2395,0.0145392
51.2432,0.0132136
51.2445,0.0145244
51.2482,0.0131987
51.2495,0.0145407
51.2532,0.0132148
51.2545,0.0145258
51.2582,0.0131999
51.2595,0.0145421
51.2682,0.0132096
51.2695,0.0145294
51.2732,0.0132117
51.2745,0.0145088
51.2782,0.0132052
51.2795,0.0145025
51.2845,0.0145272
51.2883,0.0133421
51.2895,0.0144897
51.2932,0.0132028
51.2945,0.0145145
51.2982,0.0131879
51.2995,0.0144996
51.3032,0.0132041
51.3045,0.0145159
51.3082,0.0131891
51.3095,0.0145011
51.3132,0.0131742
51.3145,0.0145173
51.3182,0.0131904
51.3195,0.0145025
51.3232,0.0131839
51.3245,0.0145188
51.3282,0.0132001
51.3295,0.0145039
51.3332,0.0131852
51.3345,0.0145202
51.3382,0.0132014
51.3395,0.0145054
51.3432,0.0131865
51.3445,0.0145216
51.3482,0.0132027
51.3495,0.0145068
51.3532,0.0131877
51.3545,0.0145231
51.3582,0.0132039
51.3595,0.0145082
51.3682,0.0132137
51.3695,0.0145266
51.3732,0.0131846
51.3745,0.0145372
51.3782,0.0132092
51.3795,0.0145308
51.3845,0.0145245
51.3883,0.0133461
51.3895,0.0145181
51.3932,0.0132068
51.3945,0.0145428
51.3982,0.013223
51.3995,0.014528
51.4032,0.0132081
51.4045,0.0145132
51.4082,0.0132242
51.4095,0.0145294
51.4132,0.0132093
51.4145,0.0145146
51.4182,0.0132255
51.4195,0.0145309
51.4232,0.013188
51.4245,0.014516
51.4282,0.013173
51.4295,0.0145323
51.4332,0.0131892
51.4345,0.0145175
51.4382,0.0131743
51.4395,0.0145337
51.4432,0.0131905
51.4445,0.0145189
51.4482,0.0131756
51.4495,0.0145352
51.4532,0.0131918
51.4545,0.0145203
51.4582,0.0131768
51.4595,0.0145366
51.4682,0.0131866
51.4695,0.0145239
51.4732,0.0132197
51.4745,0.0145033
51.4782,0.0131821
51.4795,0.0145281
51.4845,0.0145217
51.4884,0.0133501
51.4895,0.0145465
51.4932,0.0132108
51.4945,0.014509
51.4982,0.0131959
51.4995,0.0145253
51.5032,0.0132121
51.5045,0.0145104
51.5082,0.0131972
51.5095,0.0145267
51.5132,0.0132133
51.5145,0.0145119
51.5182,0.0131984
51.5195,0.014497
51.5232,0.0132231
51.5245,0.0145133
51.5282,0.0132082
51.5295,0.0144985
51.5332,0.0132243
51.5345,0.0145147
51.5382,0.0132094
51.5395,0.0144999
51.5432,0.0132256
51.5445,0.0145162
51.5482,0.0132107
51.5495,0.0145013
51.5532,0.0131958
51.5545,0.0145176
51.5582,0.013212
51.5595,0.0145028
51.5682,0.0131906
51.5695,0.0145211
51.5732,0.0131926
51.5745,0.0145317
51.5782,0.0132172
51.5795,0.0145253
51.5845,0.014519
51.5883,0.0133231
51.5895,0.0145126
51.5932,0.0131837
51.5945,0.0145374
51.5982,0.0131999
51.5995,0.0145225
51.6032,0.013185
51.6045,0.0145388
51.6082,0.0132012
51.6095,0.014524
51.6132,0.0131863
51.6145,0.0145402
51.6182,0.0132024
51.6195,0.0145254
51.6232,0.013196
51.6245,0.0145417
51.6282,0.0132122
51.6295,0.0145268
51.6332,0.0131973
51.6345,0.014512
51.6382,0.0132134
51.6395,0.0145283
51.6432,0.0131985
51.6445,0.0145134
51.6482,0.0132147
51.6495,0.0145297
51.6532,0.0131998
51.6545,0.0145149
51.6582,0.013216
51.6595,0.0145311
