time_sec,fading_linear
3.81452,0.626141
3.82452,0.633403
3.83451,0.629189
3.8445,0.688065
3.85453,0.762281
3.86452,0.797077
3.86953,0.79544
3.91449,0.933141
3.96451,1.04922
3.9695,1.09854
4.01448,1.30879
4.02451,1.28827
4.0345,1.34749
4.04449,1.42618
4.05449,1.45886
4.06451,1.49002
4.06953,1.4915
4.11451,1.41437
4.16451,1.34945
4.16952,1.37391
4.21451,1.31892
4.22453,1.21254
4.23452,1.27267
4.24452,1.2803
4.25451,1.10594
4.2645,1.05573
4.26955,1.10115
4.31454,0.881984
4.36453,0.718358
4.36951,0.722108
4.4145,0.745242
4.42449,0.74921
4.43452,0.783321
4.44451,0.799014
4.4545,0.706072
4.46449,0.647236
4.46951,0.677958
4.51453,0.731773
4.56452,0.759907
4.56954,0.814218
4.61452,0.974105
4.62451,0.952912
4.63454,0.933092
4.64453,1.00786
4.65452,1.05268
4.66452,1.05923
4.6695,1.08208
4.71452,1.28169
4.76454,1.3761
4.76953,1.43071
4.81451,1.44822
4.82451,1.3188
4.8345,1.22785
4.84452,1.27397
4.85452,1.22719
4.86451,1.10555
4.86953,1.08761
4.91451,1.09551
4.96454,1.03988
4.96955,1.0238
5.01454,1.01711
5.02453,1.03596
5.03452,0.983277
5.04452,1.01528
5.05454,1.09212
5.06453,1.07834
5.06952,1.05004
5.11453,0.986537
5.16453,0.755539
5.16951,0.68814
5.21453,0.691408
5.22452,0.736717
5.23455,0.70046
5.24454,0.639481
5.25456,0.681073
5.26456,0.723359
5.26954,0.709086
5.31453,0.727852
5.36452,1.00686
5.36954,1.031
5.41455,1.1669
5.42455,1.11497
5.43454,1.18125
5.44453,1.25366
5.45452,1.17596
5.46455,1.08138
5.46953,1.09417
5.51455,1.26248
5.56454,1.33308
5.56953,1.34297
5.61454,1.23097
5.62457,1.18043
5.63456,1.16692
5.64455,1.15319
5.65455,1.09838
5.66457,1.01842
5.66953,0.985597
5.71454,0.826615
5.76454,0.783101
5.76952,0.763952
5.81454,0.585357
5.82453,0.651648
5.83455,0.620968
5.84455,0.497665
5.85454,0.533004
5.86453,0.691824
5.86952,0.719775
5.91457,0.781736
5.96456,1.04372
5.96954,1.14487
6.01456,1.31114
6.02455,1.31171
6.03458,1.35344
6.04457,1.37305
6.05456,1.35075
6.06456,1.40088
6.06954,1.42792
6.11453,1.28324
6.16455,0.807025
6.16954,0.803246
6.21455,0.731568
6.22454,0.627292
6.23454,0.664194
6.24456,0.75964
6.25455,0.723561
6.26455,0.702905
6.26953,0.744665
6.31455,0.815689
6.36457,0.714276
6.36953,0.661283
6.41458,0.616871
6.42457,0.565102
6.43456,0.640488
6.44459,0.683183
6.45458,0.61396
6.46457,0.610044
6.46956,0.651036
6.51454,0.962413
6.56457,1.22936
6.56952,1.29923
6.61457,1.28658
6.62456,1.14207
6.63455,1.11784
6.64455,1.19112
6.65457,1.10728
6.66456,0.972514
6.66955,0.958483
6.71456,0.968539
6.76456,0.983028
6.76954,1.06307
6.81459,1.15903
6.82458,1.05157
6.83458,0.958207
6.84457,1.05412
6.85456,1.05927
6.86459,0.959395
6.86954,0.96766
6.91459,1.07939
6.96458,1.1041
6.96953,1.10379
7.01455,1.2699
7.02458,1.39373
7.03457,1.43271
7.04456,1.41021
7.05455,1.41134
7.06458,1.50386
7.06953,1.56959
7.11458,1.79153
7.16457,1.61587
7.16956,1.59046
7.21457,1.35503
7.2246,1.33164
7.23459,1.28476
7.24458,1.22921
7.25458,1.18683
7.26457,1.16229
7.26952,1.15247
7.3146,1.02881
7.3646,0.89144
7.36955,0.869847
7.41457,0.869562
7.42456,0.764125
7.43458,0.645344
7.44458,0.724048
7.45457,0.794373
7.46456,0.678231
7.46952,0.623221
7.5146,0.632993
7.56459,0.892451
7.56954,0.871112
7.61459,0.914541
7.62458,0.896662
7.63458,0.900795
7.6446,0.93065
7.65459,0.974044
7.66459,0.968323
7.66954,0.946401
7.71459,1.0564
7.76461,1.14881
7.76953,1.16333
7.81461,1.14312
7.82461,1.15087
7.8346,1.18526
7.84462,1.11726
7.85462,1.05917
7.86461,1.11196
7.86956,1.12875
7.91458,1.07297
7.96457,1.02369
7.96953,1.05469
8.01461,1.20161
8.0246,1.25242
8.03459,1.26679
8.04458,1.26026
8.05461,1.2381
8.0646,1.24854
8.06956,1.27262
8.1146,1.23301
8.1646,1.17437
8.16955,1.17697
8.21463,1.10789
8.22462,1.13621
8.23461,1.26008
8.24461,1.2963
8.25463,1.2422
8.26462,1.28551
8.26955,1.33779
8.31459,1.38313
8.36459,1.34038
8.36954,1.34818
8.41459,1.06607
8.42461,0.913209
8.43461,0.914223
8.4446,0.889525
8.45459,0.783992
8.46462,0.813556
8.46957,0.867383
8.51462,0.848921
8.56461,0.911445
8.56953,0.985065
8.61461,1.23802
8.62464,1.14756
8.63463,1.06375
8.64462,1.16251
8.65462,1.21879
8.66461,1.16682
8.66953,1.15285
8.71461,1.3687
8.7646,1.34845
8.76956,1.37768
8.8146,1.40874
8.8246,1.341
8.83462,1.29633
8.84461,1.35477
8.85461,1.36627
8.8646,1.29203
8.86952,1.2586
8.91463,1.22732
8.96463,1.15797
8.96955,1.13004
9.01463,1.02713
9.02462,0.969208
9.03465,1.05043
9.04464,1.08486
9.05463,0.961554
9.06462,0.949338
9.06955,1.02417
9.11463,1.05699
9.16465,0.85038
9.16954,0.830933
9.21462,0.848773
9.22461,0.874032
9.23461,0.9042
9.24463,1.01221
9.25462,1.02061
9.26462,0.970982
9.26954,1.00778
9.31462,1.36125
9.36464,1.41511
9.36956,1.43566
9.41464,1.48973
9.42464,1.47535
9.43463,1.36291
9.44462,1.38526
9.45465,1.47914
9.46464,1.44181
9.46953,1.40676
9.51464,1.45488
9.56463,1.57524
9.56956,1.58079
9.61464,1.52291
9.62463,1.48351
9.63462,1.40351
9.64461,1.31347
9.65464,1.25055
9.66463,1.21732
9.66955,1.19774
9.71463,0.982108
9.76463,0.887138
9.76955,0.876592
9.81466,0.980749
9.82465,1.06799
9.83464,1.09207
9.84464,1.12212
9.85463,1.2073
9.86465,1.26224
9.86955,1.25192
9.91466,1.16904
9.96465,0.908255
9.96957,0.856538
10.0146,0.860226
10.0246,0.907269
10.0346,0.918802
10.0446,0.933957
10.0546,1.03853
10.0646,1.12728
10.0695,1.1318
10.1146,1.1847
10.1646,1.1723
10.1696,1.14276
10.2146,0.908887
10.2246,0.811378
10.2347,0.880481
10.2447,0.890654
10.2546,0.751688
10.2646,0.683772
10.2696,0.702464
10.3147,0.793353
10.3647,0.88058
10.3696,0.930594
10.4147,0.904269
10.4247,0.843934
10.4347,0.88414
10.4447,0.887326
10.4547,0.76635
10.4647,0.680407
10.4696,0.674568
10.5146,0.518839
10.5647,0.572925
10.5696,0.638401
10.6147,0.87784
10.6247,0.954386
10.6346,0.935674
10.6447,0.906529
10.6547,0.944601
10.6647,1.03767
10.6695,1.06347
10.7147,1.04149
10.7647,1.01626
10.7695,1.06786
10.8147,1.01729
10.8247,0.976351
10.8347,1.01469
10.8447,1.07554
10.8547,1.0565
10.8647,1.12489
10.8696,1.20124
10.9146,1.43401
10.9646,1.28807
10.9695,1.30378
11.0147,1.26898
11.0247,1.12009
11.0347,1.11713
11.0447,1.21467
11.0547,1.1493
11.0647,1.08928
11.0696,1.13138
11.1147,1.20943
11.1647,0.874222
11.1696,0.795872
11.2147,0.735475
11.2247,0.705953
11.2347,0.664858
11.2447,0.719842
11.2547,0.765556
11.2647,0.723118
11.2696,0.714501
11.3147,0.909063
11.3647,1.04781
11.3695,1.07715
11.4147,1.11778
11.4247,1.06688
11.4347,1.04402
11.4447,1.12909
11.4547,1.14472
11.4647,1.03337
11.4696,0.986894
11.5147,0.885308
11.5647,0.813097
11.5695,0.858757
11.6147,0.958705
11.6247,0.902496
11.6347,0.845202
11.6447,0.88864
11.6547,0.869608
11.6647,0.793937
11.6696,0.800434
11.7147,0.81467
11.7647,0.878501
11.7696,0.854643
11.8147,1.09428
11.8247,1.26276
11.8347,1.27881
11.8447,1.20673
11.8547,1.23773
11.8647,1.32374
11.8696,1.34763
11.9147,1.41422
11.9647,1.24822
11.9696,1.21762
12.0147,1.09235
12.0247,1.14342
12.0347,1.16898
12.0447,1.13824
12.0547,1.162
12.0647,1.21794
12.0696,1.21455
12.1147,1.11443
12.1647,0.967423
12.1695,0.963383
12.2147,0.772065
12.2247,0.642619
12.2347,0.601751
12.2447,0.673503
12.2547,0.686187
12.2647,0.625571
12.2696,0.618168
12.3147,0.659107
12.3647,0.832502
12.3696,0.837001
12.4147,0.957015
12.4247,0.974275
12.4347,1.02229
12.4447,1.06292
12.4547,1.08943
12.4647,1.10459
12.4696,1.09411
12.5147,1.14237
12.5647,1.18607
12.5696,1.212
12.6147,1.27344
12.6247,1.2747
12.6347,1.30888
12.6447,1.2315
12.6547,1.15901
12.6647,1.19527
12.6696,1.19608
12.7147,0.970726
12.7647,0.755453
12.7696,0.775804
12.8147,0.776351
12.8247,0.711609
12.8347,0.729535
12.8447,0.766464
12.8547,0.64501
12.8647,0.57641
12.8696,0.623078
12.9147,0.725008
12.9647,0.764376
12.9696,0.78229
13.0147,0.812753
13.0247,0.806426
13.0347,0.89517
13.0447,0.999498
13.0547,0.96006
13.0647,0.957802
13.0695,1.02493
13.1147,1.17267
13.1647,0.959022
13.1696,0.943754
13.2147,0.6421
13.2247,0.546861
13.2347,0.505282
13.2447,0.524591
13.2547,0.529704
13.2647,0.587051
13.2696,0.637771
13.3147,0.872533
13.3647,0.945894
13.3696,1.01773
13.4147,1.20537
13.4247,1.1109
13.4348,0.977007
13.4447,1.06649
13.4547,1.11291
13.4647,1.01121
13.4696,0.984492
13.5147,1.07197
13.5647,1.08862
13.5696,1.1082
13.6147,1.47566
13.6247,1.47845
13.6347,1.44786
13.6447,1.55876
13.6547,1.6341
13.6647,1.54741
13.6696,1.50516
13.7147,1.42521
13.7647,1.1858
13.7696,1.0936
13.8148,0.946777
13.8247,0.957176
13.8347,1.00174
13.8447,0.958046
13.8548,0.889288
13.8647,0.903462
13.8696,0.928481
13.9147,0.868601
13.9647,0.969251
13.9696,0.977504
14.0147,1.09285
14.0247,1.10049
14.0347,1.11071
14.0447,1.15944
14.0547,1.1506
14.0647,1.08697
14.0696,1.08705
14.1147,1.20596
14.1647,1.19932
14.1696,1.23213
14.2147,1.27932
14.2248,1.26171
14.2348,1.17137
14.2447,1.16632
14.2547,1.21536
14.2648,1.1585
14.2696,1.10734
14.3148,0.843835
14.3648,0.632963
14.3696,0.606019
14.4147,0.481237
14.4248,0.530438
14.4347,0.559505
14.4447,0.485903
14.4547,0.486352
14.4648,0.634204
14.4696,0.689811
14.5148,0.771375
14.5647,0.80388
14.5696,0.833892
14.6148,0.928894
14.6247,0.943037
14.6348,0.99225
14.6448,1.00969
14.6548,1.00511
14.6647,1.07166
14.6696,1.10363
14.7148,1.24183
14.7648,1.25008
14.7696,1.26119
14.8147,1.3143
14.8247,1.2323
14.8348,1.20705
14.8448,1.26281
14.8547,1.27249
14.8647,1.23575
14.8696,1.22913
14.9147,1.16827
14.9648,1.23181
14.9696,1.2305
15.0148,1.23245
15.0248,1.12945
15.0348,1.22267
15.0448,1.26945
15.0548,1.11589
15.0648,1.03374
15.0696,1.06295
15.1148,1.07726
15.1648,0.855895
15.1696,0.878187
15.2148,0.759313
15.2248,0.69058
15.2347,0.753833
15.2448,0.856685
15.2548,0.79186
15.2648,0.757174
15.2696,0.807049
15.3148,0.970652
15.3647,0.859649
15.3696,0.907935
15.4148,1.08708
15.4248,1.09261
15.4348,0.973826
15.4448,0.991069
15.4548,1.05447
15.4648,1.03607
15.4696,1.02906
15.5148,0.996964
15.5648,1.01547
15.5696,1.04207
15.6148,1.10942
15.6248,1.12429
15.6348,1.12885
15.6448,1.14841
15.6548,1.11236
15.6648,1.10595
15.6696,1.14132
15.7148,1.2594
15.7648,1.20095
15.7696,1.19548
15.8148,1.24113
15.8248,1.14878
15.8348,1.14406
15.8448,1.20642
15.8548,1.15284
15.8648,1.08911
15.8696,1.1113
15.9148,1.15838
15.9648,1.17467
15.9696,1.16698
16.0148,1.56116
16.0248,1.58727
16.0348,1.51616
16.0448,1.59896
16.0548,1.71322
16.0648,1.62431
16.0696,1.55607
16.1148,1.47562
16.1648,1.34885
16.1696,1.31656
16.2148,1.07157
16.2248,1.0568
16.2348,1.02605
16.2448,1.05806
16.2548,1.11462
16.2648,1.059
16.2696,1.00579
16.3148,1.03259
16.3648,1.20139
16.3696,1.23482
16.4148,1.26955
16.4248,1.25017
16.4348,1.29341
16.4448,1.28946
16.4548,1.22726
16.4648,1.24695
16.4696,1.29011
16.5148,1.34767
16.5648,1.4646
16.5696,1.4638
16.6148,1.66616
16.6248,1.78696
16.6348,1.78816
16.6448,1.66588
16.6548,1.61138
16.6648,1.63887
16.6696,1.63919
16.7148,1.47312
16.7648,1.2205
16.7696,1.20769
16.8148,0.945953
16.8248,0.955741
16.8348,0.965395
16.8448,0.907457
16.8548,0.867684
16.8648,0.879526
16.8696,0.873317
16.9148,0.813858
16.9648,0.862097
16.9696,0.898036
17.0148,0.811751
17.0248,0.652216
17.0348,0.697622
17.0448,0.836187
17.0548,0.815792
17.0648,0.822375
17.0696,0.881025
17.1148,1.08031
17.1648,1.11557
17.1696,1.12496
17.2148,1.10726
17.2248,1.04875
17.2348,1.01802
17.2448,1.0509
17.2548,1.05108
17.2648,1.02174
17.2696,1.01284
17.3148,1.05104
17.3648,0.878053
17.3696,0.884939
17.4148,0.915114
17.4248,0.904985
17.4348,0.895169
17.4448,0.895652
17.4548,0.891748
17.4648,0.903563
17.4696,0.905584
17.5148,0.896652
17.5648,0.948392
17.5696,1.00348
17.6148,1.31273
17.6248,1.24576
17.6348,1.30993
17.6448,1.40817
17.6548,1.27133
17.6648,1.14857
17.6696,1.18926
17.7149,1.18146
17.7648,1.12254
17.7696,1.11685
17.8148,1.07487
17.8248,1.05198
17.8348,1.04725
17.8449,1.08667
17.8548,1.01063
17.8648,0.885134
17.8696,0.876744
17.9148,0.812916
17.9648,0.87245
17.9696,0.892804
18.0148,1.17376
18.0248,1.24391
18.0348,1.18481
18.0448,1.19725
18.0548,1.32435
18.0648,1.39811
18.0696,1.39661
18.1148,1.40639
18.1649,1.26787
18.1696,1.27035
18.2149,1.03538
18.2249,0.950901
18.2348,0.793422
18.2448,0.720275
18.2549,0.715004
18.2649,0.652876
18.2696,0.62208
18.3148,0.74426
18.3648,0.822988
18.3696,0.81619
18.4149,0.887718
18.4248,0.88166
18.4348,0.845322
18.4448,0.869081
18.4549,0.884974
18.4648,0.816338
18.4696,0.784035
18.5149,0.893063
18.5648,1.14882
18.5696,1.09649
18.6148,1.32682
18.6249,1.41625
18.6349,1.4946
18.6449,1.44252
18.6548,1.42458
18.6649,1.47215
18.6696,1.47027
18.7148,1.1593
18.7648,1.06187
18.7696,1.05363
18.8148,0.913046
18.8249,0.876376
18.8349,0.924807
18.8448,0.957324
18.8548,0.900863
18.8649,0.857771
18.8696,0.865231
18.9149,0.910298
18.9649,0.950553
18.9696,1.02266
19.0149,1.07896
19.0249,1.01816
19.0349,1.01132
19.0449,1.08409
19.0549,1.09776
19.0649,1.07882
19.0696,1.09817
19.1149,1.30006
19.1649,1.31301
19.1696,1.29023
19.2149,1.04865
19.2248,1.02925
19.2349,0.95058
19.2449,0.772385
19.2549,0.686825
19.2648,0.752648
19.2696,0.771671
19.3149,0.653743
19.3649,0.64734
19.3696,0.674654
19.4149,0.598071
19.4249,0.56545
19.4349,0.585615
19.4449,0.594224
19.4549,0.548865
19.4649,0.601171
19.4696,0.657315
19.5149,0.921408
19.5649,1.19406
19.5696,1.26289
19.6149,1.68426
19.6249,1.5658
19.6349,1.56516
19.6448,1.74878
19.6549,1.7567
19.6649,1.63803
19.6696,1.6347
19.7149,1.41773
19.7649,0.996344
19.7696,0.928199
19.8149,0.695261
19.8249,0.591277
19.8349,0.564183
19.8449,0.575025
19.8549,0.494737
19.8649,0.391732
19.8696,0.381802
19.9149,0.46471
19.9649,0.489716
19.9696,0.522892
20.0149,0.761798
20.0249,0.755025
20.0349,0.784699
20.0449,0.897801
20.0549,0.934338
20.0649,0.927564
20.0696,0.955446
20.1149,1.27833
20.1649,1.31916
20.1696,1.36425
20.2149,1.37403
20.2249,1.32268
20.2349,1.1339
20.2449,1.09623
20.2549,1.11047
20.2649,1.009
20.2696,0.965839
20.3149,0.836255
20.3649,0.959076
20.3696,0.940123
20.4149,1.00234
20.4249,1.06998
20.4349,1.05525
20.4449,1.01122
20.4549,1.00593
20.4649,1.02228
20.4696,1.03675
20.5149,1.07953
20.5649,1.13804
20.5696,1.13375
20.6149,1.33283
20.6249,1.38689
20.6349,1.48312
20.6449,1.5387
20.6549,1.56404
20.6649,1.63666
20.6696,1.67729
20.7149,1.80658
20.7649,1.61043
20.7696,1.57792
20.8149,1.37063
20.8249,1.27157
20.8349,1.13864
20.8449,1.08066
20.8549,1.06392
20.8649,0.942668
20.8696,0.863096
20.9149,0.607993
20.9649,0.579648
20.9696,0.561796
21.0149,0.475804
21.0249,0.48478
21.0349,0.514384
21.0449,0.57905
21.0549,0.642023
21.0649,0.640933
21.0696,0.623462
21.1149,0.85149
21.1649,1.09334
21.1696,1.11967
21.2149,1.11636
21.2249,1.11079
21.2349,1.22577
21.2449,1.19555
21.2549,1.08094
21.2649,1.16474
21.2696,1.24001
21.3149,1.20292
21.3649,1.01266
21.3696,1.01183
21.4149,0.893383
21.4249,0.871869
21.4349,0.827263
21.4449,0.730539
21.4549,0.604756
21.4649,0.576356
21.4696,0.607337
21.5149,0.681837
21.5649,0.79236
21.5696,0.848924
21.6149,1.06761
21.6249,1.07553
21.6349,1.1134
21.6449,1.19782
21.6549,1.19728
21.6649,1.16936
21.6696,1.1829
21.7149,1.19197
21.7649,1.13811
21.7696,1.16798
21.8149,1.10284
21.8249,0.952698
21.8349,0.962394
21.8449,1.05921
21.8549,1.01901
21.8649,1.00681
21.8696,1.05354
21.9149,1.15566
21.9649,1.15429
21.9696,1.17159
22.0149,1.18677
22.0249,1.107
22.0349,0.986023
22.0449,1.00197
22.0549,1.00889
22.0649,0.932082
22.0696,0.903041
22.115,0.915607
22.165,0.735891
22.1696,0.726867
22.2149,0.803641
22.2249,0.798794
22.2349,0.709781
22.2449,0.728447
22.2549,0.784725
22.2649,0.715834
22.2696,0.671021
22.3149,0.656273
22.3649,0.678564
22.3697,0.672322
22.4149,0.771135
22.4249,0.740228
22.4349,0.823031
22.445,0.923542
22.455,0.856035
22.4649,0.787608
22.4696,0.831212
22.5149,1.09884
22.565,1.18207
22.5696,1.17732
22.615,1.33142
22.625,1.37063
22.635,1.39778
22.645,1.47374
22.655,1.47858
22.665,1.42494
22.6696,1.43701
22.7149,1.4893
22.7649,1.35804
22.7696,1.34694
22.815,1.19525
22.825,1.21561
22.8349,1.05987
22.8449,0.983523
22.855,1.11086
22.865,1.15415
22.8696,1.10956
22.915,1.04215
22.965,1.10242
22.9697,1.12496
23.015,1.11429
23.025,1.11249
23.035,1.08324
23.045,1.07
23.055,1.10855
23.065,1.18685
23.0696,1.21593
23.115,1.45194
23.1649,1.4842
23.1697,1.46713
23.2149,1.27163
23.225,1.22466
23.235,1.24976
23.245,1.24413
23.255,1.17974
23.265,1.15788
23.2696,1.16529
23.315,1.16466
23.365,1.03615
23.3696,0.982299
23.415,1.02481
23.425,1.05995
23.435,1.11968
23.445,1.1289
23.455,1.14279
23.465,1.18748
23.4696,1.19572
23.515,1.11065
23.565,1.20201
23.5696,1.23435
23.615,1.27561
23.625,1.21255
23.635,1.30375
23.645,1.40025
23.655,1.33668
23.665,1.28577
23.6696,1.30735
23.715,1.29913
23.765,1.12885
23.7696,1.18759
23.815,1.06586
23.825,0.926208
23.835,0.889051
23.845,0.930652
23.855,0.836182
23.865,0.742763
23.8697,0.755337
23.915,0.819455
23.965,0.846482
23.9697,0.867191
24.015,1.07394
24.025,1.13045
24.035,1.0643
24.045,0.98057
24.055,0.963033
24.065,1.00785
24.0697,1.02736
24.115,1.00226
24.165,1.02081
24.1696,1.03994
24.215,1.10849
24.225,1.12303
24.235,1.1431
24.245,1.22151
24.255,1.26002
24.265,1.29904
24.2697,1.3405
24.315,1.58436
24.365,1.427
24.3696,1.4284
24.415,1.29182
24.425,1.09666
24.435,1.02924
24.445,1.18303
24.455,1.18857
24.465,1.05042
24.4697,1.04835
24.515,1.22171
24.565,1.2746
24.5697,1.2255
24.615,1.36208
24.625,1.35414
24.635,1.304
24.645,1.33267
24.655,1.36342
24.665,1.27989
24.6697,1.24223
24.715,1.17375
24.765,0.938464
24.7697,0.91421
24.815,0.925733
24.825,1.00742
24.835,1.00966
24.845,1.00716
24.855,1.05754
24.865,1.04938
24.8697,1.01107
24.915,0.933883
24.965,0.775083
24.9696,0.797186
25.015,0.869815
25.025,0.902344
25.035,0.896794
25.045,0.969853
25.055,1.04284
25.065,1.06679
25.0697,1.09649
25.115,1.26759
25.165,1.33515
25.1697,1.2891
25.215,1.04304
25.225,1.06961
25.235,1.04716
25.245,0.935198
25.255,0.879036
25.265,0.917906
25.2697,0.943382
25.315,1.07767
25.365,1.16415
25.3697,1.14876
25.415,1.00727
25.425,1.00731
25.435,1.048
25.445,0.99818
25.455,0.979915
25.465,1.06461
25.4697,1.08658
25.515,1.07086
25.565,1.01241
25.5697,1.05778
25.615,1.248
25.625,1.15217
25.635,1.11784
25.645,1.22646
25.655,1.2685
25.665,1.21132
25.6697,1.18964
25.715,1.05459
25.765,0.942415
25.7697,0.949023
25.815,1.01552
25.825,1.00608
25.835,1.05089
25.845,1.14701
25.855,1.16902
25.865,1.13137
25.8696,1.11897
25.915,1.09572
25.965,0.969151
25.9697,0.961027
26.015,0.900718
26.0251,0.908105
26.035,1.00864
26.045,0.996362
26.055,0.915582
26.0651,0.999032
26.0697,1.06693
26.1151,1.06353
26.1651,0.968665
26.1697,0.993167
26.215,1.01806
26.225,0.931042
26.235,0.8699
26.245,0.83216
26.255,0.70378
26.265,0.595862
26.2697,0.595741
26.315,0.628957
26.365,0.635653
26.3697,0.668193
26.415,0.722898
26.425,0.66223
26.4351,0.603964
26.4451,0.697883
26.455,0.705374
26.465,0.575208
26.4697,0.5585
26.5151,0.754744
26.5651,0.977589
26.5697,1.0132
26.615,1.33004
26.625,1.36964
26.635,1.39493
26.645,1.47874
26.655,1.54849
26.665,1.60547
26.6697,1.63645
26.715,1.5836
26.7651,1.22607
26.7697,1.1918
26.8151,0.8724
26.8251,0.833762
26.835,0.710537
26.8451,0.682874
26.8551,0.733247
26.8651,0.706726
26.8697,0.682574
26.9151,0.745907
26.9651,0.545266
26.9697,0.522186
27.0151,0.651986
27.0251,0.689114
27.0351,0.643841
27.0451,0.723621
27.0551,0.825782
27.0651,0.76564
27.0697,0.731827
27.1151,0.970677
27.165,1.23986
27.1697,1.20157
27.2151,1.33461
27.2251,1.36369
27.2351,1.468
27.2451,1.48383
27.2551,1.42276
27.2651,1.42231
27.2697,1.45261
27.3151,1.42204
27.3651,1.44083
27.3697,1.43285
27.4151,1.35362
27.4251,1.37674
27.4351,1.42317
27.4451,1.40953
27.4551,1.34307
27.4651,1.3041
27.4697,1.29946
27.5151,1.12873
27.5651,0.929948
27.5697,0.95771
27.6151,0.871835
27.6251,0.880462
27.6351,0.789866
27.6451,0.782876
27.6551,0.898394
27.6651,0.939909
27.6697,0.912204
27.7151,0.776101
27.7651,0.810218
27.7697,0.843954
27.8151,0.977657
27.8251,0.992155
27.8351,1.01722
27.8451,0.974774
27.8551,0.939124
27.8651,1.02067
27.8697,1.06109
27.9151,1.05522
27.9651,0.880112
27.9697,0.86988
28.0151,0.718826
28.0251,0.654281
28.0351,0.720426
28.0451,0.737193
28.0551,0.621713
28.0651,0.605909
28.0697,0.645638
28.1151,0.78143
28.1651,0.819047
28.1697,0.818901
28.2151,0.983018
28.2251,0.896955
28.2351,0.856872
28.2451,0.948802
28.2551,0.975323
28.2651,0.900577
28.2697,0.885668
28.3151,0.975814
28.3651,1.20503
28.3697,1.24774
28.4151,1.44637
28.4251,1.37523
28.4351,1.40167
28.4451,1.50633
28.4551,1.45283
28.4651,1.3305
28.4697,1.31813
28.5151,1.18549
28.5651,0.90092
28.5697,0.940726
28.6151,0.953883
28.6251,0.908902
28.6351,0.946633
28.6451,1.05049
28.6551,1.01389
28.6651,0.965007
28.6697,0.999838
28.7151,1.0513
28.7651,0.594018
28.7697,0.552649
28.8151,0.564059
28.8251,0.650032
28.8351,0.551287
28.8451,0.545464
28.8551,0.645078
28.8651,0.691138
28.8697,0.709976
28.9151,0.99906
28.9651,1.11545
28.9697,1.0965
29.0151,1.06681
29.0251,1.10039
29.0351,1.03815
29.0451,1.00555
29.0551,1.01516
29.0651,0.971504
29.0697,0.939828
29.1151,0.821062
29.1651,0.839304
29.1697,0.840588
29.2151,0.795005
29.2251,0.662169
29.2351,0.648592
29.2451,0.76077
29.2551,0.759775
29.2651,0.673063
29.2697,0.674384
29.3151,0.871276
29.3651,1.00774
29.3697,0.986432
29.4151,1.23641
29.4251,1.26974
29.4351,1.21462
29.4451,1.2348
29.4551,1.30611
29.4651,1.25441
29.4697,1.20288
29.5151,1.06652
29.5651,0.967115
29.5697,0.959181
29.6151,1.12281
29.6251,1.22983
29.6351,1.26001
29.6452,1.26199
29.6551,1.34446
29.6651,1.38139
29.6697,1.34723
29.7151,1.2496
29.7651,1.14896
29.7697,1.17813
29.8151,1.10807
29.8251,1.07697
29.8351,1.14303
29.8451,1.15883
29.8551,1.07439
29.8651,1.08792
29.8697,1.1399
29.9151,1.18724
29.9651,1.35916
29.9697,1.36022
30.0152,1.29339
30.0251,1.28543
30.0351,1.28698
30.0451,1.18293
30.0552,1.02953
30.0652,0.989785
30.0697,1.00696
30.1151,0.884884
30.1651,0.979945
30.1697,1.01052
30.2151,1.06259
30.2251,1.03586
30.2351,1.00941
30.2451,0.9587
30.2551,0.922907
30.2651,0.923627
30.2697,0.907325
30.3151,0.717644
30.3651,0.6882
30.3697,0.761785
30.4151,1.02702
30.4252,0.898585
30.4352,0.879283
30.4452,1.05606
30.4551,1.10933
30.4652,1.07855
30.4697,1.10452
30.5152,1.29726
30.5652,1.22617
30.5697,1.22712
30.6151,1.2302
30.6252,1.17297
30.6352,1.15468
30.6451,1.26639
30.6551,1.27647
30.6651,1.1877
30.6697,1.1797
30.7152,1.21201
30.7652,0.934562
30.7697,0.890415
30.8152,0.831904
30.8252,0.858499
30.8352,0.85909
30.8452,0.830179
30.8552,0.807871
30.8652,0.812696
30.8697,0.820071
30.9152,0.762106
30.9652,0.789909
30.9697,0.818009
31.0151,1.10596
31.0251,1.08275
31.0351,1.09318
31.0452,1.19697
31.0552,1.16778
31.0651,1.06467
31.0697,1.08039
31.1151,1.23586
31.1652,1.25481
31.1697,1.27473
31.2152,1.3422
31.2252,1.31652
31.2352,1.25361
31.2452,1.34258
31.2552,1.36846
31.2652,1.24515
31.2697,1.22822
31.3152,1.4876
31.3652,1.6635
31.3697,1.64103
31.4152,1.57455
31.4252,1.60468
31.4352,1.50039
31.4452,1.38873
31.4552,1.43346
31.4652,1.47615
31.4697,1.44405
31.5152,1.16142
31.5652,1.12513
31.5697,1.11769
31.6152,1.12137
31.6252,1.15302
31.6352,1.09207
31.6452,1.059
31.6552,1.12497
31.6652,1.17611
31.6697,1.16586
31.7152,1.12388
31.7652,0.873502
31.7697,0.859438
31.8152,0.803984
31.8252,0.768584
31.8352,0.761495
31.8452,0.837379
31.8552,0.883889
31.8652,0.843461
31.8697,0.836122
31.9152,1.07862
31.9652,1.34975
31.9697,1.32142
32.0152,1.453
32.0252,1.47179
32.0352,1.57847
32.0452,1.55415
32.0552,1.45688
32.0652,1.45164
