time_sec,sinr_db
8.56463,2.15455
8.56489,5.86897
8.56492,5.40639
8.56674,9.43951
8.56811,2.74027
8.56959,2.15178
8.56984,5.87032
8.56987,5.40751
8.61179,9.44272
8.61211,9.44272
8.61316,2.7275
8.61347,2.72721
8.61463,2.12676
8.61489,5.88245
8.61492,5.41758
8.61521,5.88245
8.66182,9.44628
8.66319,2.71325
8.66467,2.09887
8.66492,5.8959
8.66495,5.42876
8.66672,9.44664
8.66808,2.71183
8.66956,2.09607
8.66981,5.89724
8.66984,5.42987
8.71183,9.44985
8.71319,2.69895
8.71467,2.07087
8.71492,5.90931
8.71495,5.43992
8.76182,9.45342
8.76318,2.68458
8.76466,2.04276
8.76492,5.92269
8.76495,5.45107
8.76674,9.45378
8.76811,2.68314
8.76958,2.03995
8.76984,5.92403
8.76987,5.45218
8.81179,9.45699
8.81211,9.45699
8.81315,2.67015
8.81347,2.66986
8.81463,2.01455
8.81489,5.93604
8.81492,5.4622
8.81521,5.93604
8.86182,9.46056
8.86319,2.65565
8.86466,1.98623
8.86492,5.94935
8.86495,5.47332
8.86675,9.46092
8.86811,2.6542
8.86959,1.98339
8.86984,5.95068
8.86987,5.47444
8.91182,9.46414
8.91319,2.64109
8.91467,1.9578
8.91492,5.96263
8.91495,5.48443
8.96182,9.46771
8.96318,2.62647
8.96466,1.92926
8.96492,5.97588
8.96494,5.49552
8.96674,9.46807
8.9681,2.625
8.96958,1.9264
8.96984,5.97721
8.96987,5.49663
9.01182,9.47129
9.01214,9.47129
9.01318,2.61178
9.0135,2.61149
9.01466,1.90061
9.01492,5.9891
9.01495,5.5066
9.01524,5.9891
9.06182,9.47486
9.06318,2.59703
9.06466,1.87185
9.06492,6.00228
9.06495,5.51767
9.06675,9.47522
9.06811,2.59555
9.06958,1.86896
9.06984,6.0036
9.06987,5.51877
9.11182,9.47844
9.11319,2.58221
9.11466,1.84297
9.11492,6.01544
9.11495,5.52872
9.16182,9.48202
9.16318,2.56733
9.16466,1.81398
9.16491,6.02856
9.16494,5.53976
9.16674,9.48238
9.1681,2.56584
9.16958,1.81107
9.16984,6.02987
9.16986,5.54086
9.21182,9.4856
9.21214,9.4856
9.21318,2.55238
9.2135,2.55208
9.21466,1.78487
9.21492,6.04164
9.21494,5.55078
9.21523,6.04164
9.26182,9.48918
9.26318,2.53736
9.26466,1.75565
9.26492,6.0547
9.26494,5.56179
9.26674,9.48954
9.26811,2.53585
9.26958,1.75272
9.26984,6.05601
9.26987,5.56289
9.31182,9.49276
9.31318,2.52227
9.31466,1.72631
9.31492,6.06773
9.31495,5.57279
9.36182,9.49634
9.36318,2.50712
9.36465,1.69686
9.36491,6.08072
9.36494,5.58377
9.36674,9.4967
9.3681,2.5056
9.36958,1.6939
9.36983,6.08202
9.36986,5.58487
9.41182,9.49993
9.41214,9.49993
9.41318,2.4919
9.4135,2.49159
9.41465,1.66728
9.41491,6.09368
9.41494,5.59474
9.41523,6.09368
9.46182,9.50351
9.46318,2.47661
9.46466,1.63758
9.46492,6.10662
9.46494,5.6057
9.46674,9.50387
9.4681,2.47507
9.46958,1.63461
9.46984,6.10791
9.46987,5.6068
9.51185,9.5071
9.51321,2.46125
9.51469,1.60777
9.51495,6.11952
9.51498,5.61664
9.56185,9.51069
9.56321,2.44582
9.56468,1.57783
9.56494,6.13239
9.56497,5.62757
9.56674,9.51105
9.5681,2.44427
9.56957,1.57483
9.56983,6.13367
9.56986,5.62866
9.61182,9.51427
9.61214,9.51427
9.61318,2.43032
9.6135,2.43
9.61465,1.54776
9.61491,6.14523
9.61494,5.63849
9.61523,6.14523
9.66182,9.51786
9.66318,2.41474
9.66465,1.51757
9.66491,6.15804
9.66494,5.64939
9.66677,9.51822
9.66813,2.41318
9.66961,1.51455
9.66987,6.15932
9.66989,5.65048
9.71185,9.52145
9.71321,2.3991
9.71469,1.48726
9.71495,6.17082
9.71497,5.66028
9.76185,9.52504
9.76321,2.38338
9.76468,1.45682
9.76494,6.18356
9.76497,5.67115
9.76674,9.5254
9.7681,2.38181
9.76957,1.45377
9.76983,6.18484
9.76986,5.67224
9.81185,9.52864
9.81217,9.52864
9.81321,2.36759
9.81353,2.36728
9.81468,1.42625
9.81494,6.19628
9.81497,5.68201
9.81526,6.19628
9.86182,9.53223
9.86318,2.35173
9.86465,1.39555
9.86491,6.20897
9.86494,5.69286
9.86674,9.53259
9.8681,2.35014
9.86957,1.39247
9.86983,6.21024
9.86986,5.69395
9.91185,9.53582
9.91321,2.33579
9.91468,1.36471
9.91494,6.22163
9.91497,5.7037
9.96185,9.53942
9.9632,2.31978
9.96468,1.33375
9.96494,6.23426
9.96496,5.71452
9.96677,9.53978
9.96813,2.31817
9.9696,1.33065
9.96986,6.23552
9.96989,5.7156
10.0118,9.54301
10.0122,9.54301
10.0132,2.30369
10.0135,2.30337
10.0147,1.30266
10.0149,6.24686
10.015,5.72533
10.015,1.30266
10.0153,6.24686
10.0153,5.72533
10.0619,9.54661
10.0632,2.28753
10.0647,1.27142
10.0649,6.25943
10.065,5.73612
10.0668,9.54697
10.0681,2.28591
10.0696,1.26829
10.0699,6.26069
10.0699,5.7372
10.1119,9.5502
10.1132,2.27129
10.1147,1.24006
10.1149,6.27197
10.115,5.7469
10.1618,9.5538
10.1632,2.25498
10.1647,1.20855
10.1649,6.28449
10.165,5.75767
10.1667,9.55416
10.1681,2.25334
10.1696,1.20539
10.1698,6.28574
10.1699,5.75875
10.2118,9.5574
10.2122,9.5574
10.2132,2.23858
10.2135,2.23825
10.2147,1.17691
10.2149,6.29697
10.215,5.76842
10.2153,6.29697
10.2619,9.561
10.2632,2.22211
10.2647,1.14512
10.2649,6.30943
10.265,5.77917
10.2668,9.56136
10.2681,2.22046
10.2696,1.14194
10.2699,6.31067
10.2699,5.78024
10.3119,9.5646
10.3132,2.20556
10.3147,1.1132
10.3149,6.32185
10.315,5.78989
10.3618,9.5682
10.3632,2.18893
10.3647,1.08113
10.3649,6.33425
10.365,5.80061
10.3668,9.56856
10.3681,2.18726
10.3696,1.07792
10.3699,6.33549
10.3699,5.80168
10.4119,9.5718
10.4122,9.5718
10.4132,2.17222
10.4136,2.17189
10.4147,1.04892
10.415,6.34662
10.415,5.81131
10.4153,6.34662
10.4618,9.5754
10.4632,2.15543
10.4647,1.01656
10.4649,6.35896
10.465,5.822
10.4667,9.57576
10.4681,2.15375
10.4696,1.01332
10.4698,6.3602
10.4699,5.82307
10.5119,9.579
10.5132,2.13856
10.5147,0.984056
10.5149,6.37128
10.515,5.83267
10.5618,9.58261
10.5632,2.1216
10.5647,0.951402
10.5649,6.38356
10.565,5.84333
10.5668,9.58297
10.5681,2.1199
10.5696,0.948128
10.5699,6.38479
10.5699,5.8444
10.6119,9.58621
10.6122,9.58621
10.6132,2.10456
10.6136,2.10422
10.6147,0.918598
10.615,6.39582
10.615,5.85398
10.6153,6.39582
10.6619,9.58982
10.6632,2.08744
10.6647,0.885641
10.665,6.40805
10.665,5.86462
10.6668,9.59018
10.6681,2.08573
10.6696,0.882337
10.6699,6.40927
10.6699,5.86568
10.7119,9.59342
10.7132,2.07024
10.7147,0.852529
10.7149,6.42025
10.715,5.87524
10.7619,9.59703
10.7632,2.05295
10.7647,0.819264
10.765,6.43243
10.765,5.88585
10.7668,9.59739
10.7681,2.05121
10.7696,0.815928
10.7699,6.43365
10.7699,5.88691
10.8119,9.60063
10.8122,9.60063
10.8132,2.03557
10.8135,2.03522
10.8147,0.785842
10.815,6.44458
10.815,5.89645
10.8153,6.44458
10.8619,9.60424
10.8632,2.01811
10.8647,0.752261
10.865,6.4567
10.865,5.90703
10.8667,9.6046
10.8681,2.01636
10.8696,0.748894
10.8698,6.45791
10.8699,5.90809
10.9119,9.60784
10.9132,2.00056
10.9147,0.718518
10.915,6.46879
10.915,5.9176
10.9619,9.61145
10.9632,1.98292
10.9647,0.684615
10.965,6.48086
10.965,5.92816
10.9668,9.61181
10.9681,1.98115
10.9696,0.681215
10.9699,6.48206
10.9699,5.92921
11.0119,9.61506
11.0122,9.61506
11.0133,1.96519
11.0136,1.96484
11.0147,0.650548
11.015,6.4929
11.015,5.9387
11.0153,6.4929
11.0619,9.61867
11.0632,1.94738
11.0647,0.616316
11.065,6.50491
11.065,5.94923
11.0668,9.61903
11.0681,1.94559
11.0696,0.612883
11.0699,6.50611
11.0699,5.95029
11.1119,9.62228
11.1132,1.92947
11.1147,0.581914
11.115,6.5169
11.115,5.95975
11.1619,9.62589
11.1632,1.91147
11.1647,0.547345
11.165,6.52886
11.165,5.97026
11.1668,9.62625
11.1681,1.90967
11.1696,0.543878
11.1699,6.53005
11.1699,5.97131
11.2119,9.6295
11.2122,9.6295
11.2132,1.89339
11.2135,1.89302
11.2147,0.512605
11.215,6.54079
11.215,5.98075
11.2153,6.54079
11.2619,9.63311
11.2633,1.8752
11.2647,0.477692
11.265,6.5527
11.265,5.99123
11.2668,9.63347
11.2681,1.87338
11.2696,0.47419
11.2699,6.55389
11.2699,5.99228
11.3119,9.63672
11.3132,1.85693
11.3147,0.442601
11.315,6.56458
11.315,6.0017
11.3619,9.64033
11.3632,1.83856
11.3647,0.407336
11.365,6.57644
11.365,6.01215
11.3668,9.64069
11.3681,1.83672
11.3696,0.403799
11.3698,6.57762
11.3699,6.0132
11.4119,9.64394
11.4122,9.64394
11.4132,1.82009
11.4135,1.81972
11.4147,0.371891
11.415,6.58827
11.415,6.02259
11.4153,6.58827
11.4619,9.64755
11.4633,1.80153
11.4647,0.336266
11.465,6.60007
11.465,6.03302
11.4668,9.64791
11.4682,1.79967
11.4696,0.332692
11.4699,6.60125
11.4699,6.03406
11.5119,9.65116
11.5133,1.78288
11.5147,0.300455
11.515,6.61185
11.515,6.04344
11.5619,9.65477
11.5633,1.76412
11.5647,0.26446
11.565,6.6236
11.565,6.05384
11.5668,9.65513
11.5681,1.76224
11.5696,0.26085
11.5698,6.62478
11.5699,6.05488
11.6119,9.65839
11.6122,9.65839
11.6132,1.74527
11.6135,1.74489
11.6147,0.228278
11.615,6.63533
11.615,6.06423
11.6153,6.63533
11.6619,9.662
11.6633,1.72631
11.6647,0.191907
11.665,6.64703
11.665,6.07461
11.6668,9.66236
11.6681,1.72441
11.6696,0.188258
11.6698,6.6482
11.6699,6.07565
11.7119,9.66561
11.7133,1.70726
11.7147,0.155341
11.715,6.65871
11.715,6.08497
11.7619,9.66922
11.7633,1.6881
11.7647,0.118583
11.765,6.67036
11.765,6.09533
11.7668,9.66959
11.7681,1.68618
11.7696,0.114895
11.7699,6.67152
11.7699,6.09636
11.8119,9.67284
11.8122,9.67284
11.8133,1.66884
11.8136,1.66846
11.8147,0.0816278
11.815,6.68199
11.815,6.10566
11.8153,6.68199
11.8619,9.67645
11.8633,1.64948
11.8647,0.0444738
11.865,6.69359
11.865,6.11599
11.8668,9.67681
11.8681,1.64754
11.8696,0.0407466
11.8699,6.69475
11.8699,6.11702
11.9119,9.68006
11.9133,1.63002
11.9147,0.00711572
11.915,6.70517
11.915,6.12631
11.9619,9.68368
11.9633,1.61044
11.9647,-0.030444
11.965,6.71672
11.965,6.13661
11.9668,9.68404
11.9681,1.60848
11.9696,-0.034212
11.9698,6.71787
11.9699,6.13764
12.0119,9.68729
12.0122,9.68729
12.0133,1.59077
12.0136,1.59037
12.0147,-0.0682103
12.015,6.72825
12.015,6.1469
12.0153,6.72825
12.0619,9.69091
12.0633,1.57098
12.0647,-0.106186
12.065,6.73975
12.065,6.15717
12.0668,9.69127
12.0681,1.569
12.0696,-0.109996
12.0698,6.7409
12.0699,6.1582
12.1119,9.69452
12.1133,1.55109
12.1147,-0.144376
12.115,6.75123
12.115,6.16744
12.1619,9.69814
12.1632,1.53109
12.1647,-0.182778
12.165,6.76268
12.165,6.17769
12.1668,9.6985
12.1681,1.52908
12.1696,-0.186631
12.1699,6.76383
12.1699,6.17871
12.2119,9.70175
12.2122,9.70175
12.2133,1.51097
12.2136,1.51057
12.2147,-0.221397
12.215,6.77411
12.215,6.18793
12.215,-0.221397
12.2153,6.77411
12.2153,6.18813
12.2619,9.70536
12.2633,1.49075
12.2647,-0.260237
12.265,6.78552
12.265,6.19815
12.2668,9.70573
12.2681,1.48872
12.2696,-0.264134
12.2699,6.78666
12.2699,6.19918
12.3119,9.70898
12.3133,1.47041
12.3147,-0.299302
12.315,6.7969
12.315,6.20837
12.3619,9.71259
12.3633,1.44996
12.3647,-0.33859
12.365,6.80826
12.365,6.21857
12.3668,9.71296
12.3681,1.4479
12.3696,-0.34253
12.3699,6.8094
12.3699,6.21959
12.4119,9.71621
12.4123,9.71621
12.4133,1.42939
12.4136,1.42898
12.4147,-0.378107
12.415,6.8196
12.415,6.22876
12.4153,6.81983
12.4619,9.71982
12.4633,1.4087
12.4647,-0.417857
12.465,6.83091
12.465,6.23894
12.4668,9.72019
12.4681,1.40663
12.4696,-0.421845
12.4699,6.83204
12.4699,6.23995
12.5119,9.72344
12.5133,1.3879
12.5147,-0.457841
12.515,6.8422
12.515,6.2491
12.5619,9.72705
12.5633,1.36699
12.5647,-0.498066
12.565,6.85346
12.565,6.25925
12.5668,9.72741
12.5681,1.36489
12.5696,-0.5021
12.5699,6.85459
12.5699,6.26027
12.6119,9.73067
12.6123,9.73067
12.6133,1.34595
12.6136,1.34552
12.6147,-0.53853
12.615,6.8647
12.615,6.26939
12.6153,6.86493
12.6619,9.73428
12.6633,1.32479
12.6647,-0.579239
12.665,6.87592
12.665,6.27952
12.6668,9.73464
12.6681,1.32266
12.6696,-0.583324
12.6699,6.87704
12.6699,6.28053
12.7119,9.7379
12.7133,1.3035
12.7147,-0.620196
12.715,6.88712
12.715,6.28963
12.7619,9.74151
12.7633,1.2821
12.7647,-0.661407
12.765,6.89829
12.765,6.29974
12.7668,9.74187
12.7681,1.27995
12.7696,-0.66554
12.7699,6.8994
12.7699,6.30075
12.8119,9.74513
12.8123,9.74513
12.8133,1.26057
12.8136,1.26013
12.8147,-0.702871
12.815,6.90944
12.815,6.30983
12.8153,6.90966
12.8619,9.74874
12.8633,1.23891
12.8647,-0.744594
12.865,6.92056
12.865,6.31991
12.8668,9.7491
12.8681,1.23674
12.8696,-0.748781
12.8699,6.92168
12.8699,6.32091
12.9119,9.75236
12.9133,1.21713
12.9147,-0.786579
12.915,6.93167
12.915,6.32997
12.962,9.75597
12.9633,1.19521
12.9648,-0.828833
12.965,6.94275
12.9651,6.34003
12.9668,9.75633
12.9682,1.19301
12.9696,-0.833071
12.9699,6.94385
12.9699,6.34103
13.0119,9.7596
13.0123,9.7596
13.0133,1.17341
13.0136,1.17297
13.0147,-0.867481
13.015,6.95413
13.015,6.3503
13.0153,6.95436
13.0619,9.76325
13.0633,1.15177
13.0647,-0.902243
13.065,6.96583
13.065,6.36079
13.0668,9.76361
13.0681,1.1496
13.0696,-0.905722
13.0699,6.967
13.0699,6.36184
13.1119,9.7669
13.1133,1.13003
13.1147,-0.937042
13.115,6.97751
13.115,6.37128
13.1619,9.77055
13.1633,1.10817
13.1647,-0.971882
13.165,6.98917
13.165,6.38175
13.1668,9.77091
13.1681,1.10597
13.1696,-0.975366
13.1699,6.99034
13.1699,6.38279
13.212,9.77419
13.2123,9.77419
13.2133,1.08619
13.2136,1.08575
13.2148,-1.00675
13.215,7.00082
13.2151,6.3922
13.2154,7.00106
13.2619,9.77784
13.2633,1.06411
13.2647,-1.04166
13.265,7.01246
13.265,6.40265
13.2668,9.77821
13.2681,1.06189
13.2696,-1.04515
13.2699,7.01362
13.2699,6.4037
13.3119,9.78149
13.3133,1.0419
13.3147,-1.0766
13.315,7.02407
13.315,6.41309
13.3619,9.78514
13.3633,1.01958
13.3647,-1.11157
13.365,7.03567
13.365,6.42351
13.3668,9.7855
13.3682,1.01735
13.3696,-1.11507
13.3699,7.03683
13.3699,6.42455
13.412,9.78878
13.4123,9.78878
13.4133,0.997144
13.4136,0.996695
13.4148,-1.14658
13.415,7.04726
13.4151,6.43392
13.4154,7.04749
13.462,9.79243
13.4633,0.974587
13.4648,-1.18161
13.465,7.05882
13.4651,6.44432
13.4668,9.79279
13.4681,0.972324
13.4696,-1.18511
13.4699,7.05998
13.4699,6.44536
13.512,9.79608
13.5133,0.951908
13.5148,-1.21666
13.515,7.07038
13.5151,6.4547
13.562,9.79972
13.5633,0.929108
13.5648,-1.25175
13.565,7.08191
13.5651,6.46508
13.5668,9.80009
13.5682,0.926821
13.5696,-1.25525
13.5699,7.08306
13.5699,6.46612
13.612,9.80336
13.6123,9.80336
13.6133,0.906183
13.6136,0.905723
13.6148,-1.28685
13.615,7.09343
13.6151,6.47544
13.6153,7.09366
13.662,9.80701
13.6633,0.883134
13.6648,-1.32198
13.665,7.10493
13.6651,6.48579
13.6668,9.80737
13.6682,0.880822
13.6696,-1.3255
13.6699,7.10608
13.6699,6.48683
13.712,9.81065
13.7133,0.85996
13.7148,-1.35713
13.715,7.11642
13.7151,6.49613
13.762,9.8143
13.7633,0.836658
13.7648,-1.3923
13.765,7.12789
13.765,6.50646
13.7668,9.81466
13.7681,0.83432
13.7696,-1.39582
13.7699,7.12904
13.7699,6.50749
13.812,9.81794
13.8123,9.81794
13.8133,0.812756
13.8137,0.812756
13.8148,-1.42749
13.8151,7.13935
13.8151,6.51678
13.8154,7.13958
13.862,9.82158
13.8633,0.789665
13.8648,-1.46269
13.865,7.15079
13.8651,6.52708
13.8668,9.82194
13.8681,0.787304
13.8696,-1.46621
13.8699,7.15193
13.8699,6.52811
13.912,9.82522
13.9133,0.765973
13.9148,-1.4979
13.915,7.16221
13.9151,6.53737
13.962,9.82886
13.9633,0.742148
13.9648,-1.53313
13.965,7.17362
13.965,6.54765
13.9668,9.82923
13.9682,0.739758
13.9696,-1.53665
13.9699,7.17476
13.9699,6.54868
14.012,9.8325
14.0123,9.8325
14.0133,0.717707
14.0136,0.717707
14.0148,-1.56836
14.0151,7.18501
14.0151,6.55792
14.0154,7.18524
14.062,9.83614
14.0633,0.693609
14.0648,-1.6036
14.0651,7.19639
14.0651,6.56817
14.0668,9.83651
14.0682,0.691676
14.0696,-1.60713
14.0699,7.19753
14.0699,6.5692
14.112,9.83853
14.1133,0.675723
14.1148,-1.6224
14.115,7.2088
14.1151,6.57887
14.162,9.83718
14.1633,0.673185
14.1647,-1.6046
14.165,7.22351
14.165,6.59053
14.1668,9.83704
14.1681,0.672933
14.1696,-1.60282
14.1699,7.22498
14.1699,6.5917
14.212,9.83582
14.2123,9.83582
14.2133,0.670697
14.2136,0.670647
14.2148,-1.58676
14.215,7.23816
14.215,6.60217
14.2153,7.23845
14.262,9.83446
14.2633,0.668211
14.2648,-1.5689
14.2651,7.25275
14.2651,6.61377
14.2668,9.83432
14.2682,0.668019
14.2696,-1.56711
14.2699,7.2542
14.2699,6.61493
14.312,9.8331
14.3133,0.665826
14.3148,-1.55101
14.3151,7.26728
14.3151,6.62535
14.362,9.83173
14.3633,0.663492
14.3648,-1.53308
14.3651,7.28175
14.3651,6.6369
14.3668,9.8316
14.3682,0.663308
14.3696,-1.53129
14.3699,7.28319
14.3699,6.63805
14.412,9.83037
14.4123,9.83037
14.4133,0.661254
14.4136,0.661209
14.4147,-1.51513
14.415,7.29616
14.415,6.64842
14.4151,-1.51513
14.4153,7.29645
14.4154,6.64865
14.462,9.829
14.4633,0.659022
14.4648,-1.49716
14.465,7.31052
14.465,6.65991
14.4668,9.82886
14.4682,0.658801
14.4696,-1.49536
14.4699,7.31195
14.4699,6.66105
14.512,9.82763
14.5133,0.656797
14.5148,-1.47915
14.5151,7.32481
14.5151,6.67137
14.562,9.82626
14.5633,0.654667
14.5648,-1.46113
14.5651,7.33905
14.5651,6.6828
14.5668,9.82612
14.5682,0.654499
14.5696,-1.45932
14.5699,7.34048
14.5699,6.68394
14.612,9.82489
14.6123,9.82489
14.6133,0.652589
14.6136,0.652589
14.6148,-1.44307
14.6151,7.35324
14.6151,6.6942
14.6154,7.35352
14.662,9.82351
14.6633,0.650562
14.6648,-1.42499
14.6651,7.36737
14.6651,6.70558
14.6668,9.82337
14.6682,0.650402
14.6696,-1.42319
14.6699,7.36878
14.6699,6.70672
14.712,9.82213
14.7133,0.648586
14.7148,-1.40689
14.7151,7.38144
14.7151,6.71693
14.762,9.82075
14.7633,0.646661
14.7648,-1.38877
14.765,7.39546
14.7651,6.72825
14.7668,9.82062
14.7682,0.646509
14.7696,-1.38696
14.7699,7.39686
14.7699,6.72938
14.812,9.81937
14.8123,9.81937
14.8133,0.644787
14.8136,0.644787
14.8148,-1.37062
14.8151,7.40943
14.8151,6.73954
14.8154,7.40971
14.862,9.81799
14.8633,0.642965
14.8648,-1.35246
14.8651,7.42334
14.8651,6.75081
14.8668,9.81785
14.8682,0.642822
14.8696,-1.35064
14.8699,7.42472
14.8699,6.75193
14.912,9.8166
14.9134,0.641195
14.9148,-1.33427
14.9151,7.43719
14.9151,6.76204
14.962,9.81522
14.9634,0.639475
14.9648,-1.31606
14.9651,7.45099
14.9651,6.77325
14.9668,9.81508
14.9681,0.63934
14.9696,-1.31424
14.9699,7.45237
14.9699,6.77437
15.012,9.81383
15.0123,9.81383
15.0133,0.637807
15.0136,0.637807
15.0148,-1.29783
15.015,7.46474
15.0151,6.78443
15.0154,7.46502
15.062,9.81244
15.0633,0.63619
15.0648,-1.27958
15.0651,7.47844
15.0651,6.79559
15.0668,9.8123
15.0682,0.636063
15.0696,-1.27775
15.0699,7.47981
15.0699,6.7967
15.112,9.81105
15.1133,0.634625
15.1148,-1.26131
15.1151,7.49208
15.1151,6.80672
15.162,9.80965
15.1633,0.63311
15.1648,-1.24303
15.1651,7.50567
15.1651,6.81782
15.1668,9.80951
15.1681,0.632991
15.1696,-1.2412
15.1699,7.50703
15.1699,6.81893
15.212,9.80826
15.2123,9.80823
15.2134,0.631648
15.2137,0.631648
15.2148,-1.22473
15.2151,7.51921
15.2151,6.82889
15.2154,7.51948
15.262,9.80686
15.2633,0.630236
15.2648,-1.20641
15.265,7.5327
15.2651,6.83994
15.2668,9.80672
15.2682,0.630126
15.2696,-1.20458
15.2699,7.53405
15.2699,6.84104
15.312,9.80546
15.3133,0.628876
15.3148,-1.18808
15.3151,7.54614
15.3151,6.85096
15.362,9.80406
15.3633,0.627567
15.3648,-1.16973
15.3651,7.55952
15.3651,6.86196
15.3668,9.80392
15.3681,0.627465
15.3696,-1.16789
15.3699,7.56086
15.3699,6.86306
15.412,9.80265
15.4123,9.80262
15.4133,0.62631
15.4137,0.62631
15.4148,-1.15136
15.4151,7.57286
15.4151,6.87293
15.4154,7.57313
15.462,9.80125
15.4634,0.625104
15.4648,-1.13298
15.4651,7.58615
15.4651,6.88387
15.4669,9.80111
15.4682,0.62501
15.4696,-1.13114
15.4699,7.58747
15.4699,6.88496
15.512,9.79984
15.5133,0.623949
15.5148,-1.11459
15.515,7.59938
15.5151,6.89478
15.562,9.79843
15.5633,0.622846
15.5648,-1.09618
15.5651,7.61257
15.5651,6.90567
15.5668,9.79829
15.5681,0.62276
15.5696,-1.09434
15.5699,7.61389
15.5699,6.90676
15.612,9.79702
15.6123,9.79699
15.6133,0.621794
15.6137,0.621794
15.6148,-1.07776
15.6151,7.62571
15.6151,6.91654
15.6154,7.62597
15.662,9.79561
15.6633,0.620794
15.6648,-1.05933
15.6651,7.6388
15.6651,6.92738
15.6668,9.79547
15.6681,0.620716
15.6696,-1.05749
15.6699,7.6401
15.6699,6.92846
15.712,9.79419
15.7134,0.619844
15.7148,-1.04089
15.7151,7.65184
15.7151,6.93819
15.7621,9.79278
15.7634,0.618946
15.7648,-1.02244
15.7651,7.66483
15.7651,6.94898
15.7668,9.79263
15.7682,0.618876
15.7696,-1.02059
15.7699,7.66613
15.7699,6.95006
15.8121,9.79136
15.8124,9.79133
15.8134,0.618099
15.8137,0.618099
15.8148,-1.00397
15.8151,7.67778
15.8151,6.95974
15.8154,7.67803
15.862,9.78994
15.8633,0.617304
15.8648,-0.985501
15.8651,7.69067
15.8651,6.97048
15.8668,9.78979
15.8681,0.617242
15.8696,-0.983652
15.8699,7.69196
15.8699,6.97155
15.912,9.78851
15.9133,0.616559
15.9148,-0.967017
15.9151,7.70352
15.9151,6.98119
15.9621,9.78709
15.9634,0.615866
15.9648,-0.948525
15.9651,7.71633
15.9651,6.99188
15.9668,9.78695
15.9682,0.615813
15.9696,-0.946675
15.9699,7.71761
15.9699,6.99295
16.0121,9.78567
16.0124,9.78564
16.0134,0.615224
16.0137,0.615224
16.0148,-0.930023
16.0151,7.72909
16.0151,7.00255
16.0154,7.72934
16.0621,9.78424
16.0634,0.614634
16.0648,-0.911515
16.0651,7.7418
16.0651,7.01318
16.0669,9.78409
16.0682,0.614589
16.0696,-0.909664
16.0699,7.74306
16.0699,7.01425
16.112,9.78281
16.1133,0.614094
16.1148,-0.892999
16.1151,7.75446
16.1151,7.0238
16.162,9.78138
16.1633,0.613605
16.1648,-0.874475
16.1651,7.76708
16.1651,7.03439
16.1668,9.78123
16.1682,0.613568
16.1696,-0.872622
16.1699,7.76834
16.1699,7.03544
16.2121,9.77994
16.2124,9.77992
16.2134,0.613168
16.2137,0.613168
16.2148,-0.855946
16.2151,7.77965
16.2151,7.04495
16.2154,7.77991
16.2621,9.77851
16.2634,0.612781
16.2648,-0.837408
16.2651,7.79218
16.2651,7.05549
16.2668,9.77837
16.2681,0.612753
16.2696,-0.835555
16.2699,7.79343
16.2699,7.05654
16.3121,9.77707
16.3134,0.612446
16.3148,-0.818867
16.3151,7.80467
16.3151,7.06601
16.362,9.77563
16.3634,0.612161
16.3648,-0.80032
16.3651,7.81711
16.3651,7.0765
16.3668,9.77549
16.3682,0.612141
16.3696,-0.798465
16.3699,7.81835
16.3699,7.07755
16.4121,9.77419
16.4124,9.77417
16.4134,0.611928
16.4137,0.611928
16.4148,-0.781769
16.4151,7.8295
16.4151,7.08697
16.4154,7.82975
16.4621,9.77275
16.4634,0.611745
16.4648,-0.763212
16.4651,7.84186
16.4651,7.09741
16.4669,9.77261
16.4682,0.611732
16.4696,-0.761357
16.4699,7.84309
16.4699,7.09846
16.5121,9.77131
16.5134,0.611613
16.5148,-0.744653
16.5151,7.85416
16.5151,7.10783
16.562,9.76986
16.5634,0.611532
16.5648,-0.72609
16.5651,7.86643
16.5651,7.11823
16.5668,9.76972
16.5682,0.611527
16.5696,-0.724233
16.5699,7.86765
16.5699,7.11927
16.6121,9.76841
16.6124,9.76839
16.6134,0.611501
16.6137,0.611501
16.6148,-0.707524
16.6151,7.87865
16.6151,7.1286
16.6152,-0.707524
16.6154,7.8789
16.6155,7.12881
16.6621,9.76697
16.6634,0.611522
16.6648,-0.688954
16.6651,7.89083
16.6651,7.13895
16.6669,9.76682
16.6682,0.611525
16.6696,-0.687098
16.6699,7.89205
16.6699,7.13999
16.7121,9.76551
16.7134,0.611593
16.7148,-0.670384
16.7151,7.90297
16.7151,7.14928
16.762,9.76406
16.7634,0.611714
16.7648,-0.651812
16.7651,7.91506
16.7651,7.15958
16.7668,9.76392
16.7682,0.611726
16.7696,-0.649954
16.7699,7.91627
16.7699,7.16061
16.8121,9.76261
16.8124,9.76258
16.8134,0.611886
16.8137,0.611886
16.8148,-0.633238
16.8151,7.92712
16.8151,7.16987
16.8154,7.92736
16.8621,9.76115
16.8634,0.612109
16.8648,-0.614663
16.8651,7.93913
16.8651,7.18012
16.8669,9.76101
16.8682,0.612129
16.8696,-0.612806
16.8699,7.94032
16.8699,7.18115
16.9121,9.75969
16.9134,0.612382
16.9148,-0.596088
16.9151,7.9511
16.9151,7.19036
16.9621,9.75823
16.9634,0.612705
16.9648,-0.577513
16.9651,7.96302
16.9651,7.20057
16.9668,9.75809
16.9682,0.612733
16.9696,-0.575655
16.9699,7.96421
16.9699,7.20159
17.0121,9.75677
17.0124,9.75674
