time_sec,rx_power_watts
51.2157,2.61909e-20
51.2257,2.58503e-20
51.2357,2.46005e-20
51.2457,2.69032e-20
51.2557,2.96159e-20
51.2657,2.79665e-20
51.2699,2.67354e-20
51.3157,2.38645e-20
51.3657,2.04388e-20
51.3699,1.97696e-20
51.4157,1.88765e-20
51.4257,1.96805e-20
51.4357,1.85677e-20
51.4457,1.91416e-20
51.4557,2.12165e-20
51.4657,2.03809e-20
51.4699,1.94194e-20
51.5157,1.93433e-20
51.5657,2.0805e-20
51.5699,2.05772e-20
51.6157,1.89313e-20
51.6257,2.1139e-20
51.6357,2.4118e-20
51.6457,2.30073e-20
51.6557,2.15287e-20
51.6657,2.36357e-20
51.6699,2.47264e-20
51.7157,2.56805e-20
51.7657,2.51465e-20
51.7699,2.54024e-20
51.8157,2.40024e-20
51.8257,2.318e-20
51.8357,2.25017e-20
51.8457,2.04804e-20
51.8557,1.82553e-20
51.8657,1.88182e-20
51.8699,1.97305e-20
51.9157,2.01736e-20
51.9657,1.98229e-20
51.9699,2.01216e-20
52.0157,2.14053e-20
52.0257,2.08884e-20
52.0357,1.99105e-20
52.0457,2.12319e-20
52.0557,2.20945e-20
52.0657,2.07616e-20
52.0699,2.03535e-20
52.1157,2.24504e-20
52.1657,2.28757e-20
52.1699,2.32062e-20
52.2157,2.16853e-20
52.2257,1.99412e-20
52.2357,2.08096e-20
52.2457,2.33817e-20
52.2557,2.39884e-20
52.2657,2.4215e-20
52.2699,2.46939e-20
52.3157,2.48899e-20
52.3657,1.97228e-20
52.3699,1.95837e-20
52.4157,2.00579e-20
52.4258,1.8431e-20
52.4357,1.73376e-20
52.4457,1.90482e-20
52.4557,1.97857e-20
52.4658,1.92485e-20
52.4699,1.95019e-20
52.5158,2.30567e-20
52.5657,2.15168e-20
52.5699,2.14983e-20
52.6158,2.74208e-20
52.6258,2.89767e-20
52.6358,2.79024e-20
52.6458,2.94296e-20
52.6558,3.10763e-20
52.6657,2.92796e-20
52.6699,2.85711e-20
52.7157,3.06538e-20
52.7657,2.83658e-20
52.7699,2.79354e-20
52.8157,2.82207e-20
52.8257,2.77237e-20
52.8358,2.8138e-20
52.8458,2.83996e-20
52.8557,2.66226e-20
52.8657,2.46974e-20
52.8699,2.46969e-20
52.9158,2.12107e-20
52.9658,1.8147e-20
52.9699,1.73842e-20
53.0158,1.43402e-20
53.0258,1.39495e-20
53.0358,1.34717e-20
53.0458,1.3874e-20
53.0558,1.30537e-20
53.0658,1.14952e-20
53.0699,1.16911e-20
53.1157,1.61677e-20
53.1658,2.1783e-20
53.1699,2.21113e-20
53.2158,3.0155e-20
53.2258,3.26808e-20
53.2357,3.00724e-20
53.2458,3.04458e-20
53.2558,3.48199e-20
53.2658,3.51572e-20
53.2699,3.393e-20
53.3158,3.07245e-20
53.3658,2.47899e-20
53.3699,2.42925e-20
53.4158,2.02674e-20
53.4258,1.92549e-20
53.4358,1.641e-20
53.4458,1.40419e-20
53.4558,1.46143e-20
53.4658,1.50128e-20
53.47,1.44074e-20
53.5158,1.14252e-20
53.5658,1.22596e-20
53.57,1.18013e-20
53.6158,1.33276e-20
53.6258,1.39574e-20
53.6358,1.54083e-20
53.6458,1.64032e-20
53.6558,1.64175e-20
53.6658,1.71107e-20
53.6699,1.79009e-20
53.7158,2.38432e-20
53.7658,2.61119e-20
53.7699,2.53309e-20
53.8158,2.73903e-20
53.8258,2.82582e-20
53.8358,2.90501e-20
53.8458,2.97213e-20
53.8558,3.06226e-20
53.8658,3.0649e-20
53.87,3.04351e-20
53.9158,3.09145e-20
53.9658,3.15672e-20
53.9699,3.1498e-20
54.0158,2.81752e-20
54.0258,2.69385e-20
54.0358,2.64959e-20
54.0458,2.58397e-20
54.0558,2.4833e-20
54.0658,2.42106e-20
54.07,2.40736e-20
54.1158,2.05946e-20
54.1658,2.13162e-20
54.17,2.27181e-20
54.2158,2.45842e-20
54.2258,2.35497e-20
54.2358,2.43381e-20
54.2458,2.57422e-20
54.2558,2.43646e-20
54.2658,2.33522e-20
54.27,2.38482e-20
54.3158,2.40446e-20
54.3658,1.79554e-20
54.37,1.81322e-20
54.4158,2.21954e-20
54.4258,2.36953e-20
54.4358,2.32792e-20
54.4458,2.34793e-20
54.4558,2.46325e-20
54.4658,2.58731e-20
54.47,2.62728e-20
54.5158,2.54862e-20
54.5658,2.16947e-20
54.5699,2.10541e-20
54.6158,2.07951e-20
54.6258,2.11688e-20
54.6358,2.03674e-20
54.6458,2.01975e-20
54.6558,2.08419e-20
54.6658,2.14367e-20
54.6699,2.16597e-20
54.7158,2.55199e-20
54.7658,2.94018e-20
54.77,2.98582e-20
54.8158,2.95907e-20
54.8258,2.64217e-20
54.8358,2.59437e-20
54.8458,2.82708e-20
54.8558,2.71537e-20
54.8658,2.39118e-20
54.8699,2.35065e-20
54.9158,2.19239e-20
54.9658,1.91474e-20
54.97,1.87319e-20
55.0158,2.26066e-20
55.0258,2.17319e-20
55.0358,2.05499e-20
55.0458,2.17322e-20
55.0558,2.21968e-20
55.0658,1.99971e-20
55.07,1.92998e-20
55.1158,1.65964e-20
55.1658,1.34651e-20
55.17,1.29072e-20
55.2158,1.77158e-20
55.2258,2.10537e-20
55.2358,2.10115e-20
55.2458,2.08624e-20
55.2558,2.28644e-20
55.2658,2.33863e-20
55.27,2.29002e-20
55.3158,2.21875e-20
55.3658,1.744e-20
55.37,1.74813e-20
55.4158,1.45612e-20
55.4258,1.51288e-20
55.4358,1.45259e-20
55.4458,1.48277e-20
55.4558,1.56844e-20
55.4658,1.57376e-20
55.4699,1.58269e-20
55.5158,1.84387e-20
55.5658,2.23285e-20
55.57,2.20268e-20
55.6158,2.32849e-20
55.6258,2.37309e-20
55.6358,2.27628e-20
55.6458,2.15717e-20
55.6558,2.12245e-20
55.6658,2.10183e-20
55.67,2.10303e-20
55.7159,1.94195e-20
55.7659,2.20466e-20
55.77,2.13963e-20
55.8158,2.06477e-20
55.8258,2.11612e-20
55.8358,2.08885e-20
55.8458,1.91066e-20
55.8558,1.87407e-20
55.8658,1.90495e-20
55.87,1.85721e-20
55.9158,1.65647e-20
55.9658,1.38021e-20
55.97,1.41054e-20
56.0158,1.25014e-20
56.0258,1.07357e-20
56.0358,1.01123e-20
56.0459,1.10026e-20
56.0558,1.17291e-20
56.0658,1.11295e-20
56.07,1.06962e-20
56.1158,1.13771e-20
56.1659,1.29941e-20
56.17,1.33358e-20
56.2158,1.66885e-20
56.2258,1.67873e-20
56.2358,1.72858e-20
56.2458,1.90935e-20
56.2558,1.97917e-20
56.2658,1.91087e-20
56.27,1.90703e-20
56.3158,1.9772e-20
56.3658,1.66292e-20
56.37,1.60598e-20
56.4159,1.09998e-20
56.4259,1.17762e-20
56.4358,1.30301e-20
56.4458,1.17551e-20
56.4559,1.0196e-20
56.4659,1.11305e-20
56.47,1.17507e-20
56.5159,1.20147e-20
56.5659,1.32033e-20
56.57,1.38797e-20
56.6159,1.84207e-20
56.6259,1.84762e-20
56.6359,1.92024e-20
56.6459,2.01252e-20
56.6559,1.9344e-20
56.6659,1.90801e-20
56.67,1.97612e-20
56.7159,2.24975e-20
56.7658,2.60384e-20
56.77,2.69141e-20
56.8158,3.16315e-20
56.8259,3.03693e-20
56.8359,2.87634e-20
56.8459,2.97821e-20
56.8559,2.90134e-20
56.8659,2.57173e-20
56.87,2.48526e-20
56.9159,2.14339e-20
56.9659,1.68596e-20
56.97,1.65177e-20
57.0159,1.28586e-20
57.0259,1.23223e-20
57.0359,1.15672e-20
57.0459,1.19759e-20
57.0559,1.29708e-20
57.0659,1.28813e-20
57.07,1.2635e-20
57.1159,1.40827e-20
57.1659,1.59443e-20
57.17,1.59191e-20
57.2159,1.90804e-20
57.2259,1.92119e-20
57.2359,1.80623e-20
57.2459,1.84438e-20
57.2559,1.9787e-20
57.2659,2.0232e-20
57.27,2.02606e-20
57.3159,2.13586e-20
57.3659,1.76691e-20
57.37,1.72962e-20
57.4159,1.51966e-20
57.4259,1.50633e-20
57.4359,1.38442e-20
57.4459,1.34946e-20
57.4559,1.31181e-20
57.4659,1.08962e-20
57.47,1.01024e-20
57.5159,8.8505e-21
57.5659,6.63648e-21
57.57,5.84004e-21
57.6159,6.59713e-21
57.6259,7.96785e-21
57.6359,9.061e-21
57.6459,9.61927e-21
57.6559,9.94893e-21
57.6659,9.73534e-21
57.67,9.86706e-21
57.7159,1.39772e-20
57.7659,1.92658e-20
57.77,1.91591e-20
57.8159,2.04929e-20
57.8259,2.12003e-20
57.8359,2.14056e-20
57.8459,2.0573e-20
57.8559,1.98878e-20
57.8659,1.98965e-20
57.87,1.99664e-20
57.9159,1.85658e-20
57.9659,1.88928e-20
57.97,1.93702e-20
58.0159,1.81652e-20
58.0259,1.8173e-20
58.0359,1.60528e-20
58.0459,1.5276e-20
58.0559,1.63946e-20
58.0659,1.59447e-20
58.07,1.5124e-20
58.1159,1.15825e-20
58.1659,1.05067e-20
58.17,1.05733e-20
58.2159,1.21249e-20
58.2259,1.29054e-20
58.2359,1.27692e-20
58.2459,1.26755e-20
58.2559,1.42189e-20
58.2659,1.6124e-20
58.27,1.64684e-20
58.3159,1.79294e-20
58.3659,1.59689e-20
58.37,1.52578e-20
58.4159,1.01778e-20
58.4259,9.32489e-21
58.4359,1.00262e-20
58.4459,9.10155e-21
58.4559,7.00817e-21
58.4659,7.1946e-21
58.47,7.81896e-21
58.5159,1.19055e-20
58.5659,1.41375e-20
58.57,1.42409e-20
58.6159,1.59146e-20
58.6259,1.51628e-20
58.6359,1.50462e-20
58.6459,1.62674e-20
58.6559,1.61546e-20
58.6659,1.46569e-20
58.67,1.43485e-20
58.7159,1.47639e-20
58.7659,1.77145e-20
58.77,1.81169e-20
58.8159,2.12672e-20
58.8259,2.04077e-20
58.8359,1.97903e-20
58.8459,2.04089e-20
58.8559,2.00687e-20
58.8659,1.85469e-20
58.87,1.82009e-20
58.9159,1.3752e-20
58.9659,1.01124e-20
58.97,1.03074e-20
59.0159,8.83642e-21
59.0259,8.50298e-21
59.0359,8.87981e-21
59.0459,9.5209e-21
59.0559,8.70346e-21
59.0659,8.38315e-21
59.07,8.96489e-21
59.1159,1.28787e-20
59.1659,1.29053e-20
59.17,1.30312e-20
59.2159,1.66812e-20
59.2259,1.75001e-20
59.2359,1.60981e-20
59.2459,1.629e-20
59.256,1.76136e-20
59.2659,1.79349e-20
59.27,1.80369e-20
59.3159,1.99837e-20
59.3659,1.92587e-20
59.37,1.86306e-20
59.4159,1.83295e-20
59.4259,1.85222e-20
59.4359,1.66685e-20
59.4459,1.59971e-20
59.4559,1.67342e-20
59.4659,1.60917e-20
59.47,1.55667e-20
59.5159,1.43062e-20
59.5659,1.45323e-20
59.57,1.41917e-20
59.6159,1.15067e-20
59.626,1.01891e-20
59.636,1.02903e-20
59.6459,1.16361e-20
59.6559,1.168e-20
59.666,1.04131e-20
59.67,1.02399e-20
59.716,1.33026e-20
59.766,1.57385e-20
59.77,1.5536e-20
59.8159,1.80122e-20
59.826,1.76672e-20
59.8359,1.66035e-20
59.8459,1.69536e-20
59.8559,1.78309e-20
59.866,1.70051e-20
59.87,1.65539e-20
59.916,1.6451e-20
59.9659,1.38218e-20
59.97,1.31399e-20
60.016,9.77939e-21
60.0259,1.04835e-20
60.036,9.19521e-21
60.046,7.45707e-21
60.056,7.52311e-21
60.0659,7.13934e-21
60.07,6.33291e-21
60.116,4.7332e-21
60.166,6.85734e-21
60.17,7.19041e-21
60.216,9.8368e-21
60.226,1.09394e-20
60.236,1.21905e-20
60.246,1.27953e-20
60.256,1.32246e-20
60.266,1.41892e-20
60.27,1.46987e-20
60.3159,1.67561e-20
60.366,1.65819e-20
60.37,1.64396e-20
60.416,1.50749e-20
60.426,1.46913e-20
60.436,1.46646e-20
60.446,1.39844e-20
60.456,1.28408e-20
60.466,1.28838e-20
60.47,1.32794e-20
60.516,1.17154e-20
60.566,1.11143e-20
60.57,1.0849e-20
60.616,1.11862e-20
60.626,1.14817e-20
60.636,1.09799e-20
60.646,1.07541e-20
60.656,1.16459e-20
60.666,1.20916e-20
60.67,1.18793e-20
60.716,1.30677e-20
60.766,1.50015e-20
60.7701,1.56578e-20
60.816,1.71024e-20
60.826,1.57469e-20
60.836,1.54008e-20
60.846,1.66166e-20
60.856,1.69202e-20
60.866,1.62331e-20
60.87,1.60721e-20
60.916,1.77728e-20
60.966,1.87007e-20
60.97,1.88208e-20
61.016,1.86554e-20
61.026,1.72163e-20
61.036,1.66293e-20
61.046,1.71844e-20
61.056,1.61543e-20
61.066,1.45085e-20
61.0701,1.43772e-20
61.116,1.31517e-20
61.166,1.11607e-20
61.17,1.06895e-20
61.216,1.15577e-20
61.226,1.2956e-20
61.236,1.3457e-20
61.246,1.36076e-20
61.256,1.3828e-20
61.266,1.39292e-20
61.27,1.40652e-20
61.316,1.49834e-20
61.366,1.25644e-20
61.37,1.2499e-20
61.416,1.3561e-20
61.426,1.36736e-20
61.436,1.35787e-20
61.446,1.41938e-20
61.456,1.43164e-20
61.466,1.40713e-20
61.47,1.43684e-20
61.516,1.61862e-20
61.566,1.62934e-20
61.57,1.64022e-20
61.616,1.56875e-20
61.626,1.45856e-20
61.636,1.31397e-20
61.646,1.37294e-20
61.656,1.35706e-20
61.666,1.15402e-20
61.6701,1.11571e-20
61.716,1.31433e-20
61.766,1.48045e-20
61.77,1.45785e-20
61.816,1.62777e-20
61.826,1.7392e-20
61.836,1.62587e-20
61.846,1.59962e-20
61.856,1.76519e-20
61.866,1.7852e-20
61.8701,1.72749e-20
61.916,1.59467e-20
61.966,1.52368e-20
61.9701,1.47925e-20
62.016,1.35165e-20
62.026,1.38825e-20
62.036,1.28497e-20
62.046,1.20872e-20
62.056,1.34219e-20
62.066,1.45524e-20
62.0701,1.44798e-20
62.116,1.54148e-20
62.166,1.51865e-20
62.17,1.49162e-20
62.216,1.34017e-20
62.226,1.28263e-20
62.236,1.2489e-20
62.246,1.2801e-20
62.256,1.26043e-20
62.266,1.14704e-20
62.2701,1.12055e-20
62.316,1.29892e-20
62.366,1.16633e-20
62.37,1.10383e-20
62.4161,9.47767e-21
62.426,9.93889e-21
62.436,1.08269e-20
62.446,1.09075e-20
62.4561,1.08746e-20
62.466,1.09576e-20
62.4701,1.10111e-20
62.516,1.15909e-20
62.566,1.42322e-20
62.5701,1.43306e-20
62.616,1.58649e-20
62.626,1.68033e-20
62.636,1.75744e-20
62.646,1.70358e-20
62.656,1.6695e-20
62.666,1.74018e-20
62.6701,1.76036e-20
62.716,1.55994e-20
62.766,1.4507e-20
62.7701,1.51529e-20
62.816,1.34023e-20
62.8261,1.27597e-20
62.8361,1.20856e-20
62.846,1.21432e-20
62.856,1.19315e-20
62.866,1.11515e-20
62.8701,1.08185e-20
62.916,8.77308e-21
62.966,7.52481e-21
62.9701,7.70624e-21
63.016,8.40907e-21
63.026,7.94571e-21
63.036,7.151e-21
63.046,6.70799e-21
63.056,6.69675e-21
63.066,6.95045e-21
63.07,7.09476e-21
63.1161,8.36787e-21
63.1661,1.05293e-20
63.1701,1.03113e-20
63.2161,1.19759e-20
63.226,1.2256e-20
63.236,1.3006e-20
63.2461,1.32445e-20
63.2561,1.28684e-20
63.2661,1.34003e-20
63.2701,1.39105e-20
63.3161,1.65513e-20
63.3661,1.49481e-20
63.3701,1.48735e-20
63.416,1.39987e-20
63.426,1.27591e-20
63.436,1.23619e-20
63.4461,1.41704e-20
63.456,1.46187e-20
63.466,1.29896e-20
63.4701,1.266e-20
63.516,1.36264e-20
63.5661,1.29253e-20
63.5701,1.28125e-20
63.6161,1.31914e-20
63.6261,1.25006e-20
63.6361,1.14563e-20
63.646,1.24552e-20
63.6561,1.32718e-20
63.6661,1.2089e-20
63.6701,1.17542e-20
63.7161,1.23524e-20
63.7661,1.28988e-20
63.7701,1.27922e-20
63.8161,1.29465e-20
63.8261,1.39709e-20
63.836,1.41053e-20
63.846,1.34941e-20
63.8561,1.31927e-20
63.8661,1.33697e-20
63.8701,1.34926e-20
63.9161,1.41066e-20
63.9661,1.11648e-20
63.9701,1.10371e-20
64.0161,1.06747e-20
64.0261,1.09851e-20
64.0361,9.9601e-21
64.0461,9.24671e-21
64.0561,9.50893e-21
64.0661,9.48973e-21
64.0701,9.29246e-21
64.1161,7.72895e-21
64.1661,7.69038e-21
64.1701,7.32714e-21
64.2161,8.76565e-21
64.2261,9.51489e-21
64.2361,8.70845e-21
64.2461,8.82879e-21
64.2561,1.01257e-20
64.2661,1.00509e-20
64.2701,9.74061e-21
64.3161,9.86543e-21
64.3661,1.02314e-20
64.3701,9.70223e-21
64.4161,6.47502e-21
64.4261,6.38839e-21
64.4361,7.18008e-21
64.4461,7.84958e-21
64.4561,8.45924e-21
64.4661,8.86456e-21
64.4701,8.9489e-21
64.5161,1.19202e-20
64.5661,1.24542e-20
64.5701,1.23469e-20
64.6161,1.11911e-20
64.6261,1.02827e-20
64.6361,9.51787e-21
64.6461,9.21264e-21
64.6561,9.24903e-21
64.6661,8.90749e-21
64.6701,8.60815e-21
64.7161,7.75955e-21
64.7661,9.089e-21
64.7701,9.26258e-21
64.8161,1.25657e-20
64.8261,1.35359e-20
64.8361,1.31031e-20
64.8461,1.26728e-20
64.8561,1.29544e-20
64.8661,1.24365e-20
64.8701,1.19464e-20
64.9161,1.01221e-20
64.9661,1.03957e-20
64.9701,1.05352e-20
65.0161,1.04801e-20
65.0261,1.11284e-20
65.0361,1.26402e-20
65.0461,1.27396e-20
65.0561,1.18773e-20
65.0661,1.23385e-20
65.0701,1.2788e-20
65.1161,1.13243e-20
65.1661,8.75135e-21
65.1701,8.70902e-21
65.2161,7.43534e-21
65.2261,6.95079e-21
65.2361,7.43994e-21
65.2461,7.78523e-21
65.2561,7.17088e-21
65.2661,7.59608e-21
65.2701,8.31208e-21
65.3161,1.0532e-20
65.3661,9.68151e-21
65.3701,9.63748e-21
65.4161,8.33046e-21
65.4261,7.5786e-21
65.4361,5.96877e-21
65.4461,5.96855e-21
65.4561,6.58341e-21
65.4661,5.81024e-21
65.4701,5.42394e-21
65.5161,7.80415e-21
65.5661,1.01969e-20
65.5701,1.04203e-20
65.6161,1.20938e-20
65.6261,1.13166e-20
65.6361,1.05537e-20
65.6461,1.15661e-20
65.6561,1.24852e-20
65.6661,1.19846e-20
65.6701,1.17237e-20
65.7161,1.22172e-20
65.7661,1.17763e-20
65.7701,1.16394e-20
65.8161,1.32121e-20
65.8261,1.30585e-20
65.8361,1.30168e-20
65.8461,1.37571e-20
65.8561,1.36647e-20
65.8661,1.30252e-20
65.8701,1.30942e-20
65.9161,1.30621e-20
65.9661,1.01045e-20
65.9701,9.49633e-21
66.0161,8.008e-21
66.0261,8.97651e-21
66.0362,8.56601e-21
66.0462,8.57219e-21
66.0561,9.30851e-21
66.0661,8.9367e-21
66.0701,8.6568e-21
66.1161,9.11201e-21
66.1661,8.38752e-21
66.1701,8.18611e-21
66.2161,9.32604e-21
66.2261,9.96735e-21
66.2361,1.00505e-20
66.2461,1.04486e-20
66.2561,1.11183e-20
66.2661,1.09614e-20
66.2701,1.08908e-20
66.3161,1.15009e-20
66.3662,1.13552e-20
66.3701,1.12846e-20
66.4162,1.04135e-20
66.4262,1.03136e-20
66.4361,1.0158e-20
66.4462,1.04379e-20
66.4562,1.04326e-20
66.4662,1.00334e-20
66.4701,1.00739e-20
66.5161,1.19792e-20
66.5661,1.30675e-20
66.5701,1.29593e-20
66.6162,1.22547e-20
66.6261,1.29143e-20
66.6361,1.19227e-20
66.6461,1.0902e-20
66.6562,1.13348e-20
66.6661,1.13349e-20
66.6701,1.08056e-20
66.7161,6.78626e-21
66.7661,6.38188e-21
66.7701,6.2838e-21
66.8162,8.05671e-21
66.8262,8.9771e-21
66.8362,8.74275e-21
66.8462,8.11726e-21
66.8561,9.0107e-21
66.8662,1.00606e-20
66.8701,9.97336e-21
66.9162,7.825e-21
66.9662,7.27946e-21
66.9701,7.26902e-21
67.0161,6.65281e-21
67.0262,5.81576e-21
67.0362,6.4658e-21
67.0461,7.03137e-21
67.0561,6.164e-21
67.0662,5.48328e-21
67.0701,5.63252e-21
67.1162,7.41413e-21
67.1662,7.27656e-21
67.1701,7.11215e-21
67.2162,8.0312e-21
67.2262,8.26462e-21
67.2362,9.04091e-21
67.2462,9.77555e-21
67.2562,9.6545e-21
67.2662,9.25587e-21
67.2701,9.33437e-21
67.3162,1.053e-20
67.3662,1.06065e-20
67.3701,1.05404e-20
67.4162,1.06021e-20
67.4261,1.09323e-20
67.4362,1.08433e-20
67.4462,1.07842e-20
67.4562,1.11008e-20
67.4661,1.1481e-20
67.4701,1.15644e-20
67.5162,1.14651e-20
67.5662,1.15323e-20
67.5701,1.21433e-20
67.6162,1.16995e-20
67.6262,1.10495e-20
67.6362,1.04964e-20
67.6462,1.09143e-20
67.6562,1.05782e-20
67.6662,9.82736e-21
67.6701,9.80197e-21
67.7162,8.80432e-21
67.7662,6.80565e-21
67.7701,6.8177e-21
67.8162,9.01371e-21
67.8262,9.25034e-21
67.8362,8.62191e-21
67.8462,8.88316e-21
67.8562,9.32159e-21
67.8662,9.27491e-21
67.8701,9.37829e-21
67.9162,9.74132e-21
67.9662,9.23363e-21
67.9702,8.73296e-21
68.0162,1.10434e-20
68.0262,1.19398e-20
68.0362,1.19976e-20
68.0462,1.21993e-20
68.0562,1.28719e-20
68.0662,1.29808e-20
68.0701,1.28927e-20
68.1162,1.34902e-20
68.1662,1.18022e-20
68.1701,1.15904e-20
68.2162,9.24432e-21
68.2262,8.07872e-21
68.2362,7.41266e-21
68.2462,8.44598e-21
68.2562,8.81098e-21
68.2662,7.30886e-21
68.2701,6.81425e-21
68.3162,7.68519e-21
68.3662,8.27814e-21
68.3701,8.08905e-21
68.4162,8.1474e-21
68.4262,7.83816e-21
68.4362,6.98822e-21
68.4462,7.74418e-21
68.4562,8.82795e-21
68.4662,8.05479e-21
68.4701,7.69126e-21
68.5162,9.56557e-21
68.5662,1.20181e-20
68.5702,1.18041e-20
68.6162,1.3106e-20
68.6262,1.48449e-20
68.6362,1.4825e-20
68.6462,1.34295e-20
68.6562,1.33423e-20
68.6662,1.37356e-20
68.6701,1.35475e-20
68.7162,1.08935e-20
68.7662,8.17584e-21
68.7702,8.22919e-21
68.8162,9.69176e-21
68.8262,1.07959e-20
68.8362,1.1051e-20
68.8462,1.08073e-20
68.8562,1.11739e-20
68.8662,1.17674e-20
68.8702,1.18522e-20
68.9162,1.08547e-20
68.9662,9.6062e-21
68.9701,9.39958e-21
69.0162,8.28141e-21
69.0262,7.95885e-21
69.0362,7.49836e-21
69.0462,7.58199e-21
69.0562,7.80555e-21
69.0662,7.5601e-21
69.0701,7.51881e-21
69.1162,9.52517e-21
69.1662,1.36751e-20
69.1702,1.35765e-20
69.2162,1.30942e-20
69.2262,1.28531e-20
69.2362,1.3013e-20
69.2462,1.26541e-20
69.2562,1.22795e-20
69.2662,1.21585e-20
69.2701,1.19689e-20
69.3162,1.03656e-20
69.3662,9.05198e-21
69.3701,9.17677e-21
69.4162,8.45675e-21
69.4262,7.56741e-21
69.4362,7.15186e-21
69.4462,7.28254e-21
69.4562,7.42411e-21
69.4662,7.45173e-21
69.4702,7.41714e-21
69.5162,7.63166e-21
69.5662,7.57216e-21
69.5702,7.78195e-21
69.6162,1.03206e-20
69.6262,1.05235e-20
69.6362,1.03393e-20
69.6462,1.1158e-20
69.6562,1.16098e-20
69.6663,1.11208e-20
69.6702,1.10885e-20
69.7162,1.23403e-20
69.7662,1.15734e-20
69.7702,1.13728e-20
69.8163,1.1075e-20
69.8262,1.16511e-20
69.8362,1.26237e-20
69.8462,1.28111e-20
69.8562,1.21292e-20
69.8663,1.19799e-20
69.8702,1.21878e-20
69.9163,1.04694e-20
69.9662,7.73429e-21
69.9701,7.55252e-21
70.0162,6.33792e-21
70.0263,5.97602e-21
70.0363,5.93079e-21
70.0463,6.07597e-21
70.0563,5.77385e-21
70.0663,5.83764e-21
70.0702,6.20295e-21
70.1162,7.83178e-21
70.1662,9.32325e-21
70.1702,9.55246e-21
70.2162,1.26881e-20
70.2262,1.26567e-20
70.2363,1.12616e-20
70.2463,1.20939e-20
70.2562,1.34224e-20
70.2662,1.24864e-20
70.2702,1.19964e-20
70.3163,1.36851e-20
70.3663,1.49363e-20
70.3702,1.4907e-20
70.4163,1.55697e-20
70.4263,1.55089e-20
70.4363,1.45798e-20
70.4463,1.46355e-20
70.4563,1.54368e-20
70.4663,1.50576e-20
70.4702,1.46163e-20
70.5163,1.34598e-20
70.5663,1.22542e-20
70.5702,1.18174e-20
70.6163,1.00397e-20
70.6263,9.99827e-21
70.6362,9.82064e-21
70.6463,9.1804e-21
70.6563,8.73628e-21
70.6663,8.70137e-21
70.6702,8.68904e-21
70.7163,8.32903e-21
70.7663,8.70773e-21
70.7702,8.42977e-21
70.8163,8.66571e-21
70.8263,9.28422e-21
70.8363,9.10094e-21
70.8463,9.05944e-21
70.8563,9.37529e-21
70.8663,8.86092e-21
70.8702,8.5439e-21
70.9163,7.13954e-21
70.9663,6.35161e-21
70.9702,6.26485e-21
71.0163,6.25212e-21
71.0263,6.30769e-21
71.0363,6.2774e-21
71.0463,6.057e-21
71.0563,6.05019e-21
71.0663,5.75611e-21
71.0702,5.56523e-21
71.1163,4.96223e-21
71.1663,7.56727e-21
71.1702,7.80341e-21
71.2163,9.30578e-21
71.2263,9.73453e-21
71.2363,1.0404e-20
71.2463,1.02894e-20
71.2563,9.88069e-21
71.2663,1.01735e-20
71.2702,1.03932e-20
71.3163,1.07629e-20
71.3663,1.02502e-20
71.3702,1.03366e-20
71.4163,8.54936e-21
71.4263,8.60168e-21
71.4363,7.8715e-21
71.4463,7.38957e-21
71.4563,7.75941e-21
71.4663,7.99646e-21
71.4702,7.80876e-21
71.5163,7.6058e-21
71.5663,8.5161e-21
71.5702,8.56799e-21
71.6163,8.92649e-21
71.6263,8.74714e-21
71.6363,8.10363e-21
71.6463,7.64477e-21
71.6563,7.89202e-21
71.6663,8.18013e-21
71.6702,8.11951e-21
71.7163,7.09911e-21
71.7663,8.24896e-21
71.7702,8.27738e-21
71.8163,9.17891e-21
71.8263,8.70724e-21
71.8363,9.78749e-21
71.8463,1.07068e-20
71.8563,9.89578e-21
71.8663,9.47661e-21
71.8702,9.79358e-21
71.9163,1.09346e-20
71.9663,7.92128e-21
71.9702,7.77205e-21
72.0163,6.82767e-21
72.0263,6.21942e-21
72.0363,6.1783e-21
72.0463,6.7627e-21
72.0563,6.46618e-21
72.0663,5.40284e-21
72.0702,5.21967e-21
72.1163,5.39931e-21
72.1663,5.4225e-21
72.1702,5.42201e-21
72.2163,6.88215e-21
72.2263,7.3249e-21
72.2363,6.59546e-21
72.2463,6.81581e-21
72.2563,7.63748e-21
72.2663,7.27692e-21
72.2702,7.00954e-21
72.3163,7.37523e-21
72.3663,8.60945e-21
72.3702,8.85625e-21
72.4163,8.92363e-21
72.4263,8.9916e-21
72.4363,8.69061e-21
72.4463,8.81792e-21
72.4563,8.732e-21
72.4663,8.4108e-21
72.4702,8.4528e-21
72.5163,8.84644e-21
72.5663,7.32146e-21
72.5702,7.12514e-21
72.6163,6.9715e-21
72.6263,7.13632e-21
72.6363,6.43575e-21
72.6463,6.29221e-21
72.6563,6.76225e-21
72.6663,6.84793e-21
72.6702,6.92022e-21
72.7163,9.61921e-21
72.7663,1.19578e-20
72.7702,1.15357e-20
72.8163,1.28803e-20
72.8263,1.3585e-20
72.8363,1.27238e-20
72.8463,1.20141e-20
72.8563,1.2495e-20
72.8663,1.2176e-20
72.8702,1.1697e-20
72.9163,1.00828e-20
72.9663,9.86764e-21
72.9702,9.77539e-21
73.0163,8.2289e-21
73.0264,7.70041e-21
73.0363,7.58558e-21
